Acquirer Financial Adviser,Acquirer Legal Adviser,Acquirer Termination Fee,Action ID,Amendment Date,Announce Date,Announced Equity Value (mil.),Announced Total Value (mil.),Cash Terms,Completion/Termination Date,Contingency Payment (Cash),Currency of Deal,Current/Completed Total Value,Deal Attributes,Deal Description,Deal Status,Deal Type,Has Contingency Payment,Merger Agreement Date,Nature of Bid,Net Debt,Payment Type,Percent Owned,Percent Sought,Proposal Date,Proposed Deal Type,Seller Financial Adviser,Seller Legal Adviser,Stock Terms,Target Financial Adviser,Target Legal Adviser,Target Termination Fee,Acquirer City of Domicile,Acquirer Country/Region,Acquirer Country/Region ISO Code,Acquirer Industry Sector,Acquirer Name,Acquirer Number of Employees,Acquirer SIC Name,Current Acquirer SIC Code,Current Seller SIC Code,Current Target SIC Code,Seller Country/Region,Seller Country/Region ISO Code,Seller Industry Sector,Seller Name,Seller SIC Name,Target City of Domicile,Target Country/Region,Target Country/Region ISO Code,Target Industry Group,Target Industry Sector,Target Industry Subgroup,Target Name,Target Number of Employees,Target SIC Name,EqV/Book Val,EqV/EBITDA,EqV/Rev,EqV/Total Assets,TV/Book Val,TV/EBITDA,TV/Rev,TV/Total Assets,Acquirer Shareholders,Central Bank of Russia,EC: European Commission,Federal Antimonopoly service of Russian Federation: FAC,Foreign Investment Commission,Ministry of Finance,Russian Ministry on Antitrust Policy,Seller Board of Directors,Target Shareholders
,, ,232846607, ,2022-12-30,N/A,N/A,N/A,2022-12-30,,RUB,N/A,Company Takeover,Promsvyazbank PJSC acquired Bank Severnyy Morskoy Put AO. The transaction was completed on 12/30/2022. Financial terms of the transaction are undisclosed.,Completed,M&A,No, ,Friendly,0,Undisclosed,0,100, ,,,, ,,, ,Moscow,Russia,RU,Financials,Promsvyazbank PJSC,,MISC BUS CRED,6159, ,N.A.,N.A., ,N.A.,, ,Moscow,Russia,RU,Banking,Financials,Banking,Bank Severnyy Morskoy Put AO,, , , , , , , , , ,,,,,,,,,
,, ,232859829, ,2023-01-11,N/A,N/A,N/A,2023-01-11,,RUB,N/A,Minority Purchase,Kismet Capital Group acquired a minority stake in HeadHunter Group PLC. The transaction was completed on 1/11/2023. Financial terms of the transaction are undisclosed.,Completed,INV,No, ,Friendly,0,Undisclosed,0,22.68, ,,,, ,,, ,Moscow,Russia,RU,Financials,Kismet Capital Group,, ,N.A., ,N.A.,N.A., ,N.A.,, ,Moscow,Russia,RU,Media,Communications,Internet Media & Services,HeadHunter Group PLC,, , , , , , , , , ,,,,,,,,,
,, ,232862044, ,2023-01-11,N/A,N/A,N/A,2023-01-11,,EUR,N/A,"Minority Purchase, Cross Border",Highworld Investments Ltd/Cyprus sold a minority stake in HeadHunter Group PLC to Kismet Capital Group. The transaction was completed on 1/11/2023. Financial terms of the transaction are undisclosed.,Completed,INV,No, ,Friendly,0,Undisclosed,0,22.68, ,,,, ,,, ,Moscow,Russia,RU,Financials,Kismet Capital Group,, ,N.A.,N.A.,N.A.,Cyprus,CY,Technology,Highworld Investments Ltd/Cyprus, ,Moscow,Russia,RU,Media,Communications,Internet Media & Services,HeadHunter Group PLC,, , , , , , , , , ,,,,,,,,,
,, ,232869061, ,2023-03-08,1.45,1.45,10.1 Mln,2023-03-31,,CNY,1.47,"Cross Border, Majority Purchase",Suzhou Yangtze New Materials Co Ltd sold United New Material Co Ltd to China Minsheng Future Holdings Group Co Ltd for CNY 10.10M. The transaction was announced on 3/8/2023 and completed on 3/31/2023.,Completed,M&A,No, ,Friendly,0,Cash,0,51,2022-04-14,On the Block,,, ,,, ,Shanghai,China,CN,Industrials,China Minsheng Future Holdings Group Co Ltd,, ,N.A.,N.A.,N.A.,China,CN,Consumer Discretionary,Suzhou Yangtze New Materials Co Ltd, , ,Russia,RU,Materials,Materials,Chemicals,United New Material Co Ltd,, , , , , , , , , ,,,,,,,,2023-03-07,
,, ,232895066, ,2023-01-16,N/A,N/A,N/A,2023-01-16,,RUB,N/A,"Cross Border, Company Takeover",USM Telecom Holdings Ltd sold Neksayn AO to MegaFon PJSC. The transaction was completed on 1/16/2023. Financial terms of the transaction are undisclosed.,Completed,M&A,No, ,Friendly,0,Undisclosed,0,100, ,,,, ,,, ,Sankt-peterburg,Russia,RU,Communications,MegaFon PJSC,, ,N.A.,N.A.,7372,British Virgin Islands,VG,Financials,USM Telecom Holdings Ltd, ,Sankt-peterburg,Russia,RU,Software & Tech Services,Technology,Software,Neksayn AO,,PREPAKG SOFTW, , , , , , , , ,,,,,,,,,
,, ,232897127, ,2023-01-16,N/A,N/A,N/A, ,,EUR,N/A,"Cross Border, Asset Sale",Euroins Insurance Group AD announced the sale of Insurance business/Belarus & Insurance business/Russia to Unnamed Buyer. The transaction was announced on 1/16/2023 and is currently pending. Financial terms of the transaction are undisclosed.,Pending,AST,No, ,Friendly,0,Undisclosed,0,100, ,,,, ,,, ,,United States,,N.A.,Unnamed Buyer,,,,N.A.,,Bulgaria,BG,Financials,Euroins Insurance Group AD, ,,Belarus,,"Insurance, Insurance","Financials, Financials","Insurance, Insurance","Insurance business/Belarus,Insurance business/Russia",,, , , , , , , , ,,,,,,,,,
,, ,232981079, ,2023-10-12,N/A,N/A,N/A,2023-10-12,,EUR,N/A,Asset Sale,Legrand SA sold Russian Operations/Legrand to IEK OOO. The transaction was completed on 10/12/2023. Financial terms of the transaction are undisclosed.,Completed,AST,No, ,Friendly,0,Cash,0,100,2023-01-25,Strategic Alt Review,Rothschild & Co,, ,,, ,N.A,Russia,RU,Materials,IEK OOO,,CHEM/ALLY PROD,5169,N.A.,,France,FR,Industrials,Legrand SA, ,,Russia,,Industrial Products,Industrials,Electrical Equipment,Russian Operations/Legrand,,, , , , , , , , ,,,,,,,,,
,, ,233039286, ,2023-01-31,N/A,N/A,N/A,2023-01-31,,RUB,N/A,Asset Sale,Hitachi Ltd sold Russian business/Hitachi Energy AG to Management Group. The transaction was completed on 1/31/2023. Financial terms of the transaction are undisclosed.,Completed,AST,No, ,Friendly,0,Cash,0,100, ,,,, ,,, ,,France,,N.A.,Management Group,,,,3579,,Japan,JP,Industrials,Hitachi Ltd,OFFICE MACHINE,,Russia,,Industrial Products,Industrials,Machinery,Russian business/Hitachi Energy AG,,, , , , , , , , ,,,,,,,,,
,, ,233054249, ,2023-01-31,N/A,N/A,N/A,2023-01-31,,JPY,N/A,Asset Sale,Hitachi Ltd sold Russia business to Unnamed Buyer. The transaction was completed on 1/31/2023. Financial terms of the transaction are undisclosed.,Completed,AST,No, ,Friendly,0,Cash,0,100, ,,,, ,,, ,,United States,,N.A.,Unnamed Buyer,,,,3579,,Japan,JP,Industrials,Hitachi Ltd,OFFICE MACHINE,,Russia,,Industrial Products,Industrials,Electrical Equipment,Russia business,,, , , , , , , , ,,,,,,,,,
,, ,233080924, ,2023-02-02,N/A,N/A,N/A, ,,RUB,N/A,"Cross Border, Minority Purchase",Shell PLC announced the sale of a minority stake in Salym Petroleum Development NV to Gazprom Neft PJSC. The transaction was announced on 2/2/2023 and is currently pending. Financial terms of the transaction are undisclosed.,Pending,INV,No, ,Friendly,0,Undisclosed,0,50, ,,,, ,,, ,Moscow,Russia,RU,Energy,Gazprom Neft PJSC,,PETROL REFINNG,2911,1311,N.A.,Netherlands,GB,Energy,Shell PLC,CRUDE PETR/NG,Moscow,Russia,RU,Industrial Services,Industrials,Engineering & Construction,Salym Petroleum Development NV,, , , , , , , , , ,,,,,,,,,
,, ,233084674, ,2022-10-26,N/A,N/A,N/A,2022-10-26,,RUB,N/A,"Company Takeover, Cross Border","Kiilto Family Oy sold Kesto AO, Kesto Family OOO & OOO Kiilto-Klei Ramenskoye to Bergauf Stroitelnye Technologies OOO. The transaction was completed on 10/26/2022. Financial terms of the transaction are undisclosed.",Completed,M&A,No, ,Friendly,0,Undisclosed,0,100, ,,,, ,,, ,N.A,Russia,RU,Industrials,Bergauf Stroitelnye Technologies OOO,,INDL SUPPLIES,5085,2499,,Finland,FI,Materials,Kiilto Family Oy,WOOD PROD NEC,,Russia,,"Retail & Whsle - Discretionary, Retail & Whsle - Discretionary, Retail & Whsle - Discretionary","Consumer Discretionary, Consumer Discretionary, Consumer Discretionary","Retail - Discretionary, Retail - Discretionary, Retail - Discretionary","Kesto AO,Kesto Family OOO,OOO Kiilto-Klei Ramenskoye",,, , , , , , , , ,,,,,,,,,
,, ,233119925, ,2021-12-21,N/A,N/A,N/A,2021-12-21,,RUB,N/A,Minority Purchase,Bonum Capital LLC acquired a minority stake in Koks PAO. The transaction was completed on 12/21/2021. Financial terms of the transaction are undisclosed.,Completed,INV,No, ,Friendly,0,Undisclosed,0,16, ,,,, ,,, ,MOSCOW,Russia,RU,Financials,Bonum Capital LLC,, ,N.A., ,N.A.,N.A., ,N.A.,, ,Kemerovo,Russia,RU,Materials,Materials,Metals & Mining,Koks PAO,2494, , , , , , , , , ,,,,,,,,,
,, ,233225203, ,2023-02-16,N/A,N/A,N/A,2023-02-16,,USD,N/A,"Cross Border, Minority Purchase",Goldman Sachs Group Inc/The sold a minority stake in Cian PLC to Unnamed Buyer. The transaction was completed on 2/16/2023. Financial terms of the transaction are undisclosed.,Completed,INV,No, ,Friendly,0,Cash,0,10.1, ,,,, ,,, ,,United States,,N.A.,Unnamed Buyer,,,,6211,N.A.,United States,US,Financials,Goldman Sachs Group Inc/The,SEC BROKER/DLR,Larnaca,Russia,RU,Media,Communications,Internet Media & Services,Cian PLC,, , , , , , , , , ,,,,,,,,,
,, ,233226005, ,2023-02-16,N/A,N/A,N/A,2023-03-27,,RUB,N/A,"Cross Border, Asset Sale",Stichting INGKA Foundation sold 3 factories/Russia to a consortium led by Sloteks AO. The transaction was announced on 2/16/2023 and completed on 3/27/2023. Financial terms of the transaction are undisclosed.,Completed,AST,No, ,Friendly,0,Cash,0,100, ,,,, ,,, ,,Russia,,"Materials, Materials","Sloteks AO,Luzales OOO",,,,N.A.,,Netherlands,NL,Consumer Discretionary,Stichting INGKA Foundation, ,,Russia,,Industrial Products,Industrials,Machinery,3 factories/Russia,,, , , , , , , , ,,,,,,,,,
,, ,233239846, ,2023-02-17,N/A,N/A,N/A,2023-08-17,,RUB,N/A,Asset Sale,Stichting INGKA Foundation announced the sale of 2 million sq m m of real estate/Russia to Potential Buyer. Financial terms of the transaction are undisclosed.,Withdrawn,AST,No, ,Friendly,0,Undisclosed,0,100,2023-02-17,,,, ,,, ,,British Virgin Islands,,N.A.,Potential Buyer,,,,N.A.,,Netherlands,NL,Consumer Discretionary,Stichting INGKA Foundation, ,,Russia,,Real Estate,Real Estate,Real Estate Owners & Developers,2 million sq m m of real estate/Russia,,, , , , , , , , ,,,,,,,,,
,, ,233257375, ,2023-02-20,N/A,N/A,N/A,2023-08-21,,USD,N/A,Asset Sale,PPF Real Estate Holding BV announced the sale of Trilogy Park logistics park to Private Investor. Financial terms of the transaction are undisclosed.,Withdrawn,AST,No, ,Friendly,0,Cash,0,75, ,Negotiation,,, ,,, ,,United States,,N.A.,Private Investor,,,,6733,,Netherlands,NL,Real Estate,PPF Real Estate Holding BV,TRUST/FOUNDATN,,Russia,,N.A.,N.A.,N.A.,Trilogy Park logistics park,,, , , , , , , , ,,,,,,,,,
,, ,233257702, ,2023-02-20,115.8,115.8,N/A,2023-02-20,,RUB,115.8,"Additional Stake Purchase, Company Takeover",VK IPJSC acquired UCHI.RU OOO for RUB 8700.00M. The transaction was completed on 2/20/2023.,Completed,M&A,No, ,Friendly,0,Undisclosed,25,75, ,,,, ,,, ,Sankt-peterburg,Russia,RU,Communications,VK IPJSC,,AMUSEMENT SVC,7999, ,N.A.,N.A., ,N.A.,, ,Moscow,Russia,RU,Media,Communications,Internet Media & Services,UCHI.RU OOO,, , , , , , , , , ,,,,,,,,,
,, ,233257922, ,2023-02-18,N/A,N/A,N/A, ,,RUB,N/A,"Company Takeover, Cross Border",PJV Digital Forces Ltd announced the sale of RNKO VK Platozhnyye Resheniya OOO to VK IPJSC. The transaction was announced on 2/18/2023 and is currently pending. Financial terms of the transaction are undisclosed.,Pending,M&A,No, ,Friendly,0,Undisclosed,0,100, ,,,, ,,, ,Sankt-peterburg,Russia,RU,Communications,VK IPJSC,,AMUSEMENT SVC,7999,N.A.,N.A.,Cyprus,CY,Financials,PJV Digital Forces Ltd, , ,Russia,RU,Financial Services,Financials,Specialty Finance,RNKO VK Platozhnyye Resheniya OOO,, , , , , , , , , ,,,,,,,,,
,, ,233261934, ,2023-02-20,N/A,N/A,N/A,2023-02-17,,RUB,N/A,"Cross Border, Asset Sale",AP Moller - Maersk A/S sold Logistics assets/St Petersburg & Novorossiysk to IG Finance Development Ltd. The transaction was announced on 2/20/2023 and completed on 2/17/2023. Financial terms of the transaction are undisclosed.,Completed,AST,No, ,Friendly,0,Cash,0,100, ,,,, ,,, , ,Cyprus,CY,Financials,IG Finance Development Ltd,, ,N.A.,N.A.,,Denmark,DK,Industrials,AP Moller - Maersk A/S, ,,Russia,,Real Estate,Real Estate,Real Estate Owners & Developers,Logistics assets/St Petersburg & Novorossiysk,,, , , , , , , , ,,,,,,,,,
