Acquirer Financial Adviser,Acquirer Legal Adviser,Acquirer Termination Fee,Action ID,Amendment Date,Announce Date,Announced Equity Value (mil.),Announced Total Value (mil.),Cash Terms,Completion/Termination Date,Contingency Payment (Cash),Currency of Deal,Current/Completed Total Value,Deal Attributes,Deal Description,Deal Status,Deal Type,Has Contingency Payment,Merger Agreement Date,Nature of Bid,Net Debt,Payment Type,Percent Owned,Percent Sought,Proposal Date,Proposed Deal Type,Seller Financial Adviser,Seller Legal Adviser,Stock Terms,Target Financial Adviser,Target Legal Adviser,Target Termination Fee,Acquirer City of Domicile,Acquirer Country/Region,Acquirer Country/Region ISO Code,Acquirer Industry Sector,Acquirer Name,Acquirer Number of Employees,Acquirer SIC Name,Current Acquirer SIC Code,Current Seller SIC Code,Current Target SIC Code,Seller Country/Region,Seller Country/Region ISO Code,Seller Industry Sector,Seller Name,Seller SIC Name,Target City of Domicile,Target Country/Region,Target Country/Region ISO Code,Target Industry Group,Target Industry Sector,Target Industry Subgroup,Target Name,Target Number of Employees,Target SIC Name,EqV/Book Val,EqV/EBITDA,EqV/Rev,EqV/Total Assets,TV/Book Val,TV/EBITDA,TV/Rev,TV/Total Assets,Acquirer Shareholders,Central Bank of Russia,EC: European Commission,Federal Antimonopoly service of Russian Federation: FAC,Foreign Investment Commission,Ministry of Finance,Russian Ministry on Antitrust Policy,Seller Board of Directors,Target Shareholders
,, ,190432815, ,2019-10-02,N/A,N/A,N/A,2019-10-02,,RUB,N/A,Company Takeover,"With no further information, the deal has been withdrawn on 10/02/2019. On 04/02/2019, it was reported that Cherkizovo Group PJSC is in talks to acquire rival company AO Prioskolie, according to people familiar with the matter.",Withdrawn,M&A,No, ,Friendly,0,Undisclosed,0,100,2019-04-02,Negotiation,,, ,,, ,Moscow,Russia,RU,Consumer Staples,Cherkizovo Group PJSC,842, ,N.A., ,N.A.,N.A., ,N.A.,, ,Belgorod Region,Russia,RU,Consumer Staple Products,Consumer Staples,Food,Torgovyi Dom Prioskole AO,, , , , , , , , , ,,,,,,,,,
,, ,190497816,2019-05-29,2019-04-03,401.93,401.93,89.3/sh.,2019-08-20,,RUB,394.07,"Company Takeover, Squeeze Out, Additional Stake Purchase, Tender Offer",Rinsoco Trading Co Ltd acquired Uralkali PJSC for RUB 26218.62M. The transaction was announced on 4/3/2019 and completed on 8/20/2019.,Completed,M&A,No, ,Friendly,0,Cash,86.760002,10, ,,,, ,,, , ,Russia,RU,Financials,Rinsoco Trading Co Ltd,, ,N.A., ,N.A.,N.A., ,N.A.,, ,Berezniki,Russia,RU,Materials,Materials,Chemicals,Uralkali PJSC,13465, ,5.3,2.75,1.46,0.5,5.3,2.75,1.46,0.5,,,,,,,,,
,, ,190641767, ,2019-04-05,1429.83,2856.01,3.65 Mln,2019-04-30,,USD,2856.01,Company Takeover,"On 04/30/2019, Magnit PJSC announced it will no longer considering any actions regarding Lenta Ltd. On 04/05/2019, it was reported that Magnit made a non-binding offer on 04/01/2019, in order to acquire all of the outstanding shares of Lenta. Magnit offer USD 3.65 per share.",Withdrawn,M&A,No, ,Friendly,1426.18103,Cash,0,100,2019-04-01,Preliminary Offer,,, ,,, ,Krasnodar,Russia,RU,Consumer Staples,Magnit PJSC,359, ,N.A., ,2297,N.A., ,N.A.,, ,Saint Petersburg,Russia,RU,Retail & Wholesale - Staples,Consumer Staples,Retail - Consumer Staples,Lenta International Co PJSC,66700,NONWEAVE FAB,1.3,2.65,0.26,0.38,2.6,5.29,0.51,0.76,,,,,,,,,
,, ,190773864, ,2019-04-09,N/A,N/A,N/A,2019-04-09,,AUD,N/A,"Cross Border, Minority Purchase",Macquarie Group Ltd announced the sale of a minority stake in EL5-ENERO PJSC to Potential Buyer. Financial terms of the transaction are undisclosed.,Withdrawn,INV,No, ,Friendly,0,Undisclosed,0,6.3,2019-04-09,,,, ,,, ,,British Virgin Islands,,N.A.,Potential Buyer,,,,6211,N.A.,Australia,AU,Financials,Macquarie Group Ltd,SEC BROKER/DLR,Moscow,Russia,RU,Utilities,Utilities,Electric Utilities,EL5-ENERO PJSC,, , , , , , , , , ,,,,,,,,,
,, ,190779186, ,2019-04-09,16.91,16.91,15.0 Mln,2019-10-08,,EUR,17.34,Company Takeover,"With no further information the deal has been withdrawn on 10/08/2019. On 04/09/2019, it was reported that Demyan Kudryavtsev is in talks with Arbat Capital Group Ltd to sell Business News Media ZAO, owner of Vedomosti newspaper, for approximately EUR 15.00M, according to people familiar with...",Withdrawn,M&A,No, ,Friendly,0,Cash,0,100,2019-04-09,Negotiation,,, ,,, ,Tortola West,Russia,RU,Financials,Arbat Capital Group Ltd,, ,N.A., ,2731,N.A., ,N.A.,, ,N.A,Russia,RU,Media,Communications,Publishing & Broadcasting,Business News Media ZAO,,BOOK PUBLISHNG, , , , , , , , ,,,,,,,,,
,, ,190946512, ,2017-11-21,3.3,3.3,195.0 Mln,2017-11-21,,RUB,3.3,"Venture Capital, Private Equity, Minority Purchase, Financing Round",Internet Initiatives Development Fund acquired a minority stake in PM & HM LLC. The transaction was completed on 11/21/2017.,Completed,INV,No, ,Friendly,0,Cash,0,35, ,,,, ,,, ,Moscow,Russia,RU,Financials,Internet Initiatives Development Fund,, ,N.A., ,N.A.,N.A., ,N.A.,, ,Skolkovo Innovatsionnogo Tsent,Russia,RU,Health Care,Health Care,Biotech & Pharma,PM & HM LLC,, , , , , , , , , ,,,,,,,,,
,, ,190947130, ,2019-02-19,4.64,4.64,305.0 Mln,2019-01-31,,RUB,4.65,"Venture Capital, Private Equity, Minority Purchase, Financing Round",Russian Venture Co OJSC acquired a minority stake in PM & HM LLC. The transaction was announced on 2/19/2019 and completed on 1/31/2019.,Completed,INV,No, ,Friendly,0,Cash,0,0, ,,,, ,,, ,Moscow,Russia,RU,Financials,Russian Venture Co OJSC,,SEC BROKER/DLR,6211, ,N.A.,N.A., ,N.A.,, ,Skolkovo Innovatsionnogo Tsent,Russia,RU,Health Care,Health Care,Biotech & Pharma,PM & HM LLC,, , , , , , , , , ,,,,,,,,,
,, ,190951708, ,2015-11-17,0.25,0.25,16.0 Mln,2015-11-17,,RUB,0.25,"Venture Capital, Private Equity, Minority Purchase, Financing Round",A consortium led by Russian Venture Co OJSC acquired a minority stake in ExoAtlet OOO. The transaction was completed on 11/17/2015.,Completed,INV,No, ,Friendly,0,Cash,0,0, ,,,, ,,, ,,Russia,,"Financials, Financials","Russian Venture Co OJSC,VTB Capital Asset Management JSC (Fund: Moscow Seed Fund)",,,, ,N.A.,N.A., ,N.A.,, ,Moscow,Russia,RU,Health Care,Health Care,Medical Equipment & Devices,ExoAtlet OOO,, , , , , , , , , ,,,,,,,,,
,, ,190952656, ,2019-04-11,N/A,401.62,N/A,2019-10-11,,USD,N/A,Company Takeover,Sberbank of Russia PJSC announced the acquisition of O'Key Group SA for USD 401.62M.,Withdrawn,M&A,No, ,Friendly,401.616791,Undisclosed,0,100,2019-04-11,Negotiation,,, ,,, ,Moscow,Russia,RU,Financials,Sberbank of Russia PJSC,289721,NATL COML BANK,6021, ,N.A.,N.A., ,N.A.,, ,Moscow,Russia,RU,Retail & Wholesale - Staples,Consumer Staples,Retail - Consumer Staples,O'Key Group SA,19000, , , , , ,1.16,3.28,0.16,0.3,,,,,,,,,
,, ,191088189, ,2019-05-07,N/A,N/A,N/A,2019-05-07,,RUB,N/A,Minority Purchase,"Kaspersky Lab JSC acquired a minority stake in New Cloud Technologies LLC. The transaction was completed on 05/07/2019. Financial terms of the transaction are undisclosed. On 04/15/2019, it was reported that Kaspersky Lab planned to buy stake in New Cloud Technologies LLC. Kaspersky Lab also ...",Completed,INV,No, ,Friendly,0,Undisclosed,0,29.5,2019-04-15,,,, ,,, ,Moscow,Russia,RU,Technology,Laboratoriya Kasperskogo ZAO,,PREPAKG SOFTW,7372, ,N.A.,N.A., ,N.A.,, ,Moscow,Russia,RU,Software & Tech Services,Technology,Software,New Cloud Technologies LLC,, , , , , , , , , ,,,,,,,,,
,, ,191089191, ,2019-10-15,N/A,N/A,N/A,2019-10-15,,RUB,N/A,Minority Purchase,"With no further information, the deal has been withdrawn on 10/15/2019. On 04/15/2019, it was reported that VEB.RF GK may buy 30-49% stakes in 1520 Group, according to unidentified people familiar with the matter.",Withdrawn,INV,No, ,Friendly,0,Undisclosed,0,49,2019-04-15,Negotiation,,, ,,, ,Moscow,Russia,RU,Government,VEB.RF GK,12722, ,N.A., ,N.A.,N.A., ,N.A.,, ,Moscow,Russia,RU,Industrial Services,Industrials,Engineering & Construction,1520 Group,, , , , , , , , , ,,,,,,,,,
,Freshfields/Linklaters, ,191509902, ,2019-04-20,N/A,N/A,N/A,2019-04-20,,RUB,N/A,Minority Purchase,"On 04/24/2019, it was reported that Sberbank of Russia PJSC has decided to invest in Rambler & Co according to a statement by the lender. On 04/20/2019, it was reported that Sberbank of Russia PJSC is close to a deal to buy a stake in Rambler & Co from businessman Alexander Mamut, people ...",Completed,INV,No, ,Friendly,0,Undisclosed,0,46.5,2019-04-20,Negotiation,,, ,,, ,Moscow,Russia,RU,Financials,Sberbank of Russia PJSC,289721,NATL COML BANK,6021, ,N.A.,N.A., ,N.A.,, ,Moscow,Russia,RU,Media,Communications,Advertising & Marketing,Rambler & Co,, , , , , , , , , ,,,,,,,,,
,, ,191566459, ,2019-04-24,N/A,N/A,N/A,2019-04-24,,RUB,N/A,Majority Purchase,VK IPJSC acquired Native Media OOO. The transaction was completed on 4/24/2019. Financial terms of the transaction are undisclosed.,Completed,M&A,No, ,Friendly,0,Undisclosed,0,50.830002, ,,,, ,,, ,Sankt-peterburg,Russia,RU,Communications,VK IPJSC,,AMUSEMENT SVC,7999, ,N.A.,N.A., ,N.A.,, , ,Russia,RU,Media,Communications,Advertising & Marketing,Native Media OOO,, , , , , , , , , ,,,,,,,,,
,, ,191678644, ,2019-04-25,N/A,N/A,N/A,2019-04-25,,RUB,N/A,"Cross Border, Minority Purchase",SovCo Capital Partners BV acquired a minority stake in Aviatsionnye Tekhnologii Svyazi LLC. The transaction was completed on 4/25/2019. Financial terms of the transaction are undisclosed.,Completed,INV,No, ,Friendly,0,Undisclosed,0,25, ,,,, ,,, ,Hoofddorp,Netherlands,NL,Financials,SovCo Capital Partners BV,, ,N.A., ,N.A.,N.A., ,N.A.,, ,Moscow,Russia,RU,Software & Tech Services,Technology,IT Services,Aviatsionnye Tekhnologii Svyazi LLC,, , , , , , , , , ,,,,,,,,,
,, ,191710246, ,2019-04-25,0.4,0.4,25.61696 Mln,2019-04-25,,RUB,0.4,"Company Takeover, Cross Border",A consortium led by Private Investor sold Zapadnye Vorota LLC to Evraz PLC for RUB 25.62M. The transaction was completed on 4/25/2019.,Completed,M&A,No, ,Friendly,0,Cash,0,100, ,,,, ,,, ,London,Russia,RU,Materials,Evraz PLC,67728, ,N.A.,,N.A.,Unknown,,Financials,"Private Investor,Cybersun Ltd",,Moscow,Russia,RU,Real Estate,Real Estate,Real Estate Owners & Developers,Zapadnye Vorota LLC,, , , , , , , , , ,,,,,,,,,
,Dla Piper Llp, ,191757755, ,2019-02-15,N/A,N/A,N/A,2019-02-15,,RUB,N/A,Minority Purchase,HeadHunter Group PLC acquired a minority stake in Skillaz. The transaction was completed on 2/15/2019. Financial terms of the transaction are undisclosed.,Completed,INV,No, ,Friendly,0,Undisclosed,0,25, ,,,, ,,, ,Moscow,Russia,RU,Communications,HeadHunter Group PLC,, ,N.A., ,N.A.,N.A., ,N.A.,, , ,Russia,RU,Software & Tech Services,Technology,Software,Skillaz,, , , , , , , , , ,,,,,,,,,
,Latham & Watkins/Morgan Lewis, ,191785583, ,2019-04-26,61.68,61.68,4000.0 Mln,2019-06-30,,RUB,48.6,"Cross Border, Private Equity, Minority Purchase",A consortium led by Russian Direct Investment Fund Management Co announced the acquisition of a minority stake in Pharmaceutical Enterprise Obolenskoe JSC. The transaction was announced on 04/26/2019 and is currently pending. Financial terms of the transaction are undisclosed.,Pending,INV,No, ,Friendly,0,Cash,0,28, ,,,, ,,, ,,Russia,,Financials,"Private Investor,Russian Direct Investment Fund Management Co (Fund: Russia-China Investment Fund)",,,, ,N.A.,N.A., ,N.A.,, ,Moscow,Russia,RU,Health Care,Health Care,Biotech & Pharma,Pharmaceutical Enterprise Obolenskoe JSC,, , , , , , , , , ,,,,,,,,,
,, ,191948241, ,2017-12-25,0.03,0.03,1.5 Mln,2017-12-25,,RUB,0.03,"Venture Capital, Private Equity, Minority Purchase, Financing Round",Sistema PJSFC acquired a minority stake in Geosplit OOO. The transaction was completed on 12/25/2017.,Completed,INV,No, ,Friendly,0,Cash,0,0, ,,,, ,,, ,Moscow,Russia,RU,Communications,Sistema PJSFC,,PHONE NO  RADI,4813, ,N.A.,N.A., ,N.A.,, ,Moscow,Russia,RU,Oil & Gas,Energy,Oil & Gas Services & Equip,Geosplit OOO,, , , , , , , , , ,,,,,,,,,
,, ,192015036, ,2019-04-30,6,6,6.0 Mln,2019-04-30,,USD,6,"Venture Capital, Cross Border, Private Equity, Minority Purchase, Series A / 1",A consortium led by Private Investor acquired a minority stake in Prisma Labs Inc. The transaction was completed on 4/30/2019.,Completed,INV,No, ,Friendly,0,Cash,0,0, ,,,, ,,, ,,Russia,,Financials,"Private Investor,Palta Ltd",,,, ,N.A.,N.A., ,N.A.,, ,Sunnyvale,Russia,US,Software & Tech Services,Technology,Software,Prisma Labs Inc,, , , , , , , , , ,,,,,,,,,
,, ,192444309, ,2018-03-19,1.04,1.04,60.0 Mln,2018-03-19,,RUB,1.04,"Cross Border, Private Equity, Minority Purchase, Additional Stake Purchase",A consortium led by Addventure Venture Capital Fund acquired a minority stake in Pravoved OOO. The transaction was completed on 3/19/2018.,Completed,INV,No, ,Friendly,0,Cash,0,0, ,,,, ,,, ,,Russia,,"Financials, Financials","Addventure Venture Capital Fund (Fund: Addventure III),Target Global (Fund: Target Global Early Stage Fund I LP)",,,, ,8111,N.A., ,N.A.,, ,Moscow,Russia,RU,Industrial Services,Industrials,Commercial Support Services,Pravoved OOO,,LEGAL SVC, , , , , , , , ,,,,,,,,,
,, ,192695506, ,2017-08-24,1,1,1.0 Mln,2017-08-24,,USD,1,"Venture Capital, Private Equity, Minority Purchase, Financing Round",A consortium led by Addventure Venture Capital Fund acquired a minority stake in Pravoved OOO. The transaction was completed on 08/24/2017.,Completed,INV,No, ,Friendly,0,Cash,0,0, ,,,, ,,, ,,Unknown,,Financials,"Private Investor,Addventure Venture Capital Fund (Fund: Addventure III)",,,, ,8111,N.A., ,N.A.,, ,Moscow,Russia,RU,Industrial Services,Industrials,Commercial Support Services,Pravoved OOO,,LEGAL SVC, , , , , , , , ,,,,,,,,,
,, ,192696478, ,2017-10-10,0.55,0.55,32.0 Mln,2017-10-10,,RUB,0.55,"Private Equity, Minority Purchase",A consortium led by Addventure Venture Capital Fund acquired a minority stake in Bestdoktor LLC. The transaction was completed on 10/10/2017.,Completed,INV,No, ,Friendly,0,Cash,0,0, ,,,, ,,, ,,Unknown,,Financials,"Private Investor,Addventure Venture Capital Fund (Fund: Addventure III)",,,, ,N.A.,N.A., ,N.A.,, ,Moscow,Russia,RU,Media,Communications,Internet Media & Services,Bestdoktor LLC,, , , , , , , , , ,,,,,,,,,
,, ,192699244, ,2016-10-23,0.8,0.8,0.8 Mln,2016-10-23,,USD,0.8,"Venture Capital, Private Equity, Minority Purchase, Financing Round",Private Investor acquired a minority stake in Portal LLC. The transaction was completed on 10/23/2016.,Completed,INV,No, ,Friendly,0,Cash,0,0, ,,,, ,,, ,,Unknown,,N.A.,Private Investor,,,, ,N.A.,N.A., ,N.A.,, ,Moscow,Russia,RU,Industrial Services,Industrials,Transportation & Logistics,Portal LLC,, , , , , , , , , ,,,,,,,,,
,, ,192700216, ,2017-08-22,2.25,2.25,2.25 Mln,2017-08-22,,USD,2.25,"Venture Capital, Cross Border, Private Equity, Minority Purchase, Financing Round",A consortium led by Addventure Venture Capital Fund acquired a minority stake in Portal LLC. The transaction was completed on 8/22/2017.,Completed,INV,No, ,Friendly,0,Cash,0,0, ,,,, ,,, ,,Russia,,"Financials, Financials","Addventure Venture Capital Fund (Fund: Addventure III),Flashpoint Venture Capital (Fund: Buran Venture Capital II LP)",,,, ,N.A.,N.A., ,N.A.,, ,Moscow,Russia,RU,Industrial Services,Industrials,Transportation & Logistics,Portal LLC,, , , , , , , , , ,,,,,,,,,
,, ,192700528, ,2018-09-12,2,2,2.0 Mln,2018-09-12,,USD,2,"Venture Capital, Cross Border, Private Equity, Minority Purchase, Additional Stake Purchase, Financing Round",A consortium led by Addventure Venture Capital Fund acquired a minority stake in Portal LLC. The transaction was completed on 9/12/2018.,Completed,INV,No, ,Friendly,0,Cash,0,0, ,,,, ,,, ,,Russia,,"Financials, Financials, Financials","Addventure Venture Capital Fund (Fund: Addventure III),FJ Labs Inc (Fund: FJ Labs 5 VC LP),Flashpoint Venture Capital (Fund: Buran Venture Capital II LP)",,,, ,N.A.,N.A., ,N.A.,, ,Moscow,Russia,RU,Industrial Services,Industrials,Transportation & Logistics,Portal LLC,, , , , , , , , , ,,,,,,,,,
,, ,193207477, ,2019-05-15,N/A,N/A,N/A,2019-08-12,,RUB,N/A,"Cross Border, Additional Stake Purchase",Warimpex Finanz- und Beteiligungs AG acquired Avielen AG AO. The transaction was announced on 5/15/2019 and completed on 8/12/2019. Financial terms of the transaction are undisclosed.,Completed,INV,No, ,Friendly,0,Undisclosed,55,35, ,,,, ,,, ,Vienna,Austria,AT,Consumer Discretionary,Warimpex Finanz- und Beteiligungs AG,142,HOTEL/MOTEL,7011, ,8742,N.A., ,N.A.,, , ,Russia,RU,Industrial Services,Industrials,Transportation & Logistics,Avielen AG AO,,CONSULTING SVC, , , , , , , , ,,,,,,,2019-08-12,,
,, ,193209505, ,2019-05-15,N/A,N/A,N/A,2019-05-15,,RUB,N/A,"Cross Border, Minority Purchase",Founders Factory Retail Ltd acquired a minority stake in Texel Inc. The transaction was completed on 5/15/2019. Financial terms of the transaction are undisclosed.,Completed,INV,No, ,Friendly,0,Undisclosed,0,0, ,,,, ,,, ,London,United Kingdom,GB,Financials,Founders Factory Retail Ltd,, ,N.A., ,N.A.,N.A., ,N.A.,, ,Moscow,Russia,RU,Tech Hardware & Semiconductors,Technology,Technology Hardware,Texel Inc,, , , , , , , , , ,,,,,,,,,
,, ,193820818, ,2019-05-23,N/A,N/A,N/A, ,,UAH,N/A,"Company Takeover, Cross Border",Ukrainskaya Gorno-Metallurgicheskaya Kompaniya announced the sale of Ugmk-Transport Zao to Transoil OOO. The transaction was announced on 5/23/2019 and is currently pending. Financial terms of the transaction are undisclosed.,Pending,M&A,No, ,Friendly,0,Undisclosed,0,100, ,,,, ,,, ,St Petersburg,Russia,RU,Energy,Transoil OOO,,RAILROAD OPER,4011,N.A.,4731,Ukraine,UA,Materials,Ukrainskaya Gorno-Metallurgicheskaya Kompaniya, ,Yekaterinburg,Russia,RU,Industrial Services,Industrials,Transportation & Logistics,Ugmk-Transport Zao,,ARR FRGT TRANS, , , , , , , , ,,,,,,,,,
,, ,194686422, ,2019-06-04,N/A,N/A,N/A,2019-06-04,,RUB,N/A,"Company Takeover, Cross Border",Huawei Investment & Holding Co Ltd acquired Vokord Telekom ZAO. The transaction was completed on 6/4/2019. Financial terms of the transaction are undisclosed.,Completed,M&A,No, ,Friendly,0,Undisclosed,0,100, ,,,, ,,, ,Shenzhen,China,CN,Technology,Huawei Investment & Holding Co Ltd,213000,MISC INVSTRS,6799, ,3663,N.A., ,N.A.,, , ,Russia,RU,Tech Hardware & Semiconductors,Technology,Technology Hardware,Vokord Telekom ZAO,,RADIO/TV EQUIP, , , , , , , , ,,,,,,,,,
,, ,194716512, ,2015-07-13,N/A,N/A,N/A,2015-07-13,,RUB,N/A,Majority Purchase,Private Investor acquired PF Vis OOO. The transaction was completed on 7/13/2015. Financial terms of the transaction are undisclosed.,Completed,M&A,No, ,Friendly,0,Undisclosed,0,80, ,,,, ,,, ,,United States,,N.A.,Private Investor,,,, ,1542,N.A., ,N.A.,, ,Moscow,Russia,RU,Industrial Services,Industrials,Engineering & Construction,PF Vis OOO,,NONRES BLDGS, , , , , , , , ,,,,,,,,,
,Cms Legal, ,194776519, ,2019-06-05,N/A,N/A,N/A,2019-11-08,,RUB,N/A,"Cross Border, Majority Purchase",Avolta AG acquired Regstaer-M OOO. The transaction was announced on 6/5/2019 and completed on 11/8/2019. Financial terms of the transaction are undisclosed.,Completed,M&A,No, ,Friendly,0,Undisclosed,0,60, ,,,, ,,, ,Basel,Switzerland,CH,Consumer Discretionary,Avolta AG,69278, ,N.A., ,5921,N.A., ,N.A.,, , ,Russia,RU,Retail & Wholesale - Staples,Consumer Staples,Retail - Consumer Staples,Regstaer-M OOO,,LIQUOR STORES, , , , , , , , ,,,,,,,,,
,, ,194778949, ,2019-06-04,N/A,N/A,N/A,2019-06-04,,USD,N/A,Minority Purchase,Private Investor acquired a minority stake in Okeanrybflot OAO. The transaction was completed on 6/4/2019. Financial terms of the transaction are undisclosed.,Completed,INV,No, ,Friendly,0,Cash,0,32.619999, ,,,, ,,, ,,Russia,,N.A.,Private Investor,,,, ,N.A.,N.A., ,N.A.,, ,Petropavlovsk-Kamchatsky,Russia,RU,Consumer Staple Products,Consumer Staples,Food,Okeanrybflot OAO,, , , , , , , , , ,,,,,,,,,
,, ,194843590, ,2019-07-31,N/A,N/A,N/A,2019-07-31,,RUB,N/A,Company Takeover,"Rosneft Oil Co PJSC announced the acquisition of Petersburg Fuel Co JSC. The transaction was announced on 07/31/2019 and is currently pending. Financial terms of the transaction are undisclosed. On 06/06/2019, Kommersant reported that Rosneft Oil Co PJSC is negotiating the purchase of Petersb...",Completed,M&A,No, ,Friendly,0,Undisclosed,0,100,2019-06-06,Negotiation,,, ,,, ,Moscow,Russia,RU,Energy,Rosneft Oil Co PJSC,302100, ,N.A., ,N.A.,N.A., ,N.A.,, ,St. Petersburg,Russia,RU,Utilities,Utilities,Gas & Water Utilities,Petersburg Fuel Co JSC,, , , , , , , , , ,,,,,,,,,
,, ,194866786, ,2019-06-06,N/A,N/A,N/A, ,,RUB,N/A,"Private Equity, Minority Purchase",Russian Direct Investment Fund Management Co announced the acquisition of a minority stake in Rusalox OOO. The transaction was announced on 6/6/2019 and is currently pending. Financial terms of the transaction are undisclosed.,Pending,INV,No, ,Friendly,0,Cash,0,0, ,,,, ,,, ,Moscow,Russia,RU,Financials,Russian Direct Investment Fund Management Co,, ,N.A., ,N.A.,N.A., ,N.A.,, ,Moscow,Russia,RU,Tech Hardware & Semiconductors,Technology,Technology Hardware,Rusalox OOO,, , , , , , , , , ,,,,,,,,,
,, ,194868760, ,2019-06-06,N/A,N/A,N/A,2019-12-06,,EUR,N/A,"Cross Border, Majority Purchase",Riverstretch Trading & Investments Ltd announced the sale of FG Future PJSC to Investitsionnaya Kompaniya Region AO. Financial terms of the transaction are undisclosed.,Withdrawn,M&A,No, ,Friendly,0,Undisclosed,0,0,2019-06-06,Negotiation,,, ,,, ,Moscow,Russia,RU,Financials,Investitsionnaya Kompaniya Region AO,,SEC BROKER/DLR,6211,N.A.,N.A.,Cyprus,CY,Financials,Riverstretch Trading & Investments Ltd, ,Moscow,Russia,RU,Financial Services,Financials,Asset Management,FG Future PJSC,2, , , , , , , , , ,,,,,,,,,
,, ,195028239, ,2019-06-07,N/A,N/A,N/A,2019-06-07,,RUB,N/A,Majority Purchase,VTB Strakhovanie Strakhovaya Kompaniya OOO acquired Mirogroup OOO. The transaction was completed on 6/7/2019. Financial terms of the transaction are undisclosed.,Completed,M&A,No, ,Friendly,0,Cash,0,0, ,,,, ,,, ,Moscow,Russia,RU,Financials,VTB Strakhovanie Strakhovaya Kompaniya OOO,,LIFE INSURANCE,6311, ,N.A.,N.A., ,N.A.,, ,St. Petersburg,Russia,RU,Industrial Services,Industrials,Engineering & Construction,Mirogroup OOO,, , , , , , , , , ,,,,,,,,,
,Cms Legal, ,195249364, ,2019-06-13,N/A,N/A,N/A, ,,EUR,N/A,"Cross Border, Asset Sale, Private Equity",Cremonini SpA announced the sale of Beef production and farming business/Inalca SpA to Russian Direct Investment Fund Management Co. The transaction was announced on 6/13/2019 and is currently pending. Financial terms of the transaction are undisclosed.,Pending,AST,No, ,Friendly,0,Cash,0,100, ,,,, ,,, ,Moscow,Russia,RU,Financials,Russian Direct Investment Fund Management Co,, ,N.A.,N.A.,,Italy,IT,Consumer Staples,Cremonini SpA, ,,Russia,,Consumer Staple Products,Consumer Staples,Food,Beef production and farming business/Inalca SpA,,, , , , , , , , ,,,,,,,,,
,, ,195582613, ,2019-06-19,N/A,N/A,N/A,2019-06-19,,USD,N/A,Minority Purchase,Private Investor acquired a minority stake in Bank ZENIT PJSC. The transaction was completed on 6/19/2019. Financial terms of the transaction are undisclosed.,Completed,INV,No, ,Friendly,0,Cash,0,5.8, ,,,, ,,, ,,Russia,,N.A.,Private Investor,,,, ,N.A.,N.A., ,N.A.,, ,Moscow,Russia,RU,Banking,Financials,Banking,Bank ZENIT PJSC,2518, , , , , , , , , ,,,,,,,,,
