name,country,industry,grade_latest,grade_dec2022,action_type,in_dec2022_snapshot,first_grade_a_date,first_grade_ab_date,timing_left_censored,action_text
VanEck,United States,Financials,A,,other,no,2023-08-23,2023-08-23,no,liquidate Russian ETFs
Vanguard,United States,Financials,A,A,suspended,yes,2022-12-24,2022-12-24,yes,suspend operations in Russia
Velux,Denmark,Consumer Discretionary,A,A,sold,yes,2022-12-24,2022-12-24,yes,permanently close operations in Russia and Belarus
Veon,Netherlands,Communication Services,A,,sold,no,2023-08-23,2023-08-23,no,Fully divested from Russia and sale of its Russian business approved
Vestas,Denmark,Energy,A,A,sold,yes,2022-12-24,2022-12-24,yes,Fully Withdrawn from Russia
Vianor,Finland,Consumer Discretionary,A,A,other,yes,2022-12-24,2022-12-24,yes,terminate contract with Russian subsidiary
Vinmonopolet,Norway,Consumer Staples,A,A,suspended,yes,2022-12-24,2022-12-24,yes,"stop sales of all Russian wine, spirits and strong beers in Norway"
Visteon,United States,Consumer Discretionary,A,,suspended,no,2023-08-23,2023-08-23,no,Ceased business activity in Russia
Vodafone,United Kingdom,Information Technology,A,A,suspended,yes,2022-12-24,2022-12-24,yes,suspend partner agreement with MTS
Volaris Group,Canada,Information Technology,A,A,other,yes,2022-12-24,2022-12-24,yes,discontinue sales and support to Russia
Volfas Engelman,Lithuania,Consumer Staples,A,A,sold,yes,2022-12-24,2022-12-24,yes,suspend investment and withdraw from Russian market
Vorwerk Group,,,A,,suspended,no,2023-08-23,2023-08-23,no,Stopped all product deliveries
WIKA,Germany,Industrials,A,F,suspended,yes,2023-08-23,2023-08-23,no,Suspended business in Russia
WPP PLC,United Kingdom,Communication Services,A,A,other,yes,2022-12-24,2022-12-24,yes,leave Russia
Waitrose,United Kingdom,Consumer Staples,A,A,other,yes,2022-12-24,2022-12-24,yes,remove products from Russia
Walker's Shortbread,United Kingdom,Consumer Staples,A,A,other,yes,2022-12-24,2022-12-24,yes,cancel all future orders to Russia
Wallenius Wilhelmsen,Norway,Consumer Discretionary,A,,other,no,2023-08-23,2023-08-23,no,End all operations in Russia
Wargaming,Belarus,Consumer Discretionary,A,A,sold,yes,2022-12-24,2022-12-24,yes,close operations; transfer of some business
Wartsila,Finland,Industrials,A,C,other,yes,2023-08-23,2023-08-23,no,Ended Activity
WePlay,United States,Consumer Discretionary,A,A,other,yes,2022-12-24,2022-12-24,yes,terminate all Russian operations
Wear Medicine,Poland,Consumer Discretionary,A,A,other,yes,2022-12-24,2022-12-24,yes,terminate cooperation with Russian partners
Weir Group,United Kingdom,Industrials,A,A,sold,yes,2022-12-24,2022-12-24,yes,wind down Russian business in 2022
Wex Inc.,United States,Information Technology,A,A,other,yes,2022-12-24,2022-12-24,yes,ending relationship with Lukoil and subsidiaries
White &amp; Case,United States,Industrials,A,,sold,no,2023-08-23,2023-08-23,no,wind down Russian operations
Wienerberger,Austria,Industrials,A,F,sold,yes,2023-08-23,2023-08-23,no,Fully exit Russia after selling its operations
Willis Towers Watson,United Kingdom,Financials,A,A,sold,yes,2022-12-24,2022-12-24,yes,Fully exit Russia and transfer ownership to local management
Windstar Cruises,United States,Consumer Discretionary,A,,other,no,2023-08-23,2023-08-23,no,Cancel all Russian cruises
Winston &amp; Strawn,United States,Industrials,A,,other,no,2023-08-23,2023-08-23,no,Close Russian office
Women's Tennis Association,United States,NGO,A,A,suspended,yes,2022-12-24,2022-12-24,yes,Suspend Russian partnerships
World Athletics Council,United States,NGO,A,A,other,yes,2022-12-24,2022-12-24,yes,Ban on all Russian competition
World Boxing Association,Panama,NGO,A,A,other,yes,2022-12-24,2022-12-24,yes,Ban on all Russian competition
World Boxing Organization,United States,NGO,A,A,other,yes,2022-12-24,2022-12-24,yes,Ban on all Russian competition
World Rowing Federation,United States,NGO,A,A,other,yes,2022-12-24,2022-12-24,yes,Ban on all Russian competition
World Rugby Union,Ireland,NGO,A,A,other,yes,2022-12-24,2022-12-24,yes,Ban on all Russian competition
YIT,Finland,Industrials,A,A,other,yes,2022-12-24,2022-12-24,yes,Exits Russia projects
ZET Chemie,Germany,Materials,A,F,other,yes,2023-08-23,2023-08-23,no,still operating in Russia
ZF Friedrichshafen,Germany,Consumer Discretionary,A,C,other,yes,2023-08-23,2023-08-23,no,Ended all business in Russia
Zepz,United Kingdom,Financials,A,,other,no,2023-08-23,2023-08-23,no,Disable all Russian transactions
Zott,Germany,Consumer Staples,A,,other,no,2023-08-23,2023-08-23,no,discontinue business in preparation for liquidation
Zurich Insurance Group,Switzerland,Financials,A,A,sold,yes,2022-12-24,2022-12-24,yes,sell Russian business to local team and exit market
Zwack,Hungary,Consumer Staples,A,F,other,yes,2023-08-23,2023-08-23,no,Terminated Business in Russia
edX (2U),United States,Information Technology,A,A,sold,yes,2022-12-24,2022-12-24,yes,withdraw from all Russian partnerships
3M,United States,Industrials,B,B,suspended,yes,,2022-12-24,no,suspend operations in Russia
ACCA,United Kingdom,Industrials,B,B,suspended,yes,,2022-12-24,no,suspend operations in Russia and Belarus
ADEO | Leroy Merlin,France,Consumer Discretionary,B,C,other,yes,,2023-08-23,no,Will transfer control of Leroy Merlin
ADP,United States,Information Technology,B,B,suspended,yes,,2022-12-24,no,suspend sales/services to Russia
AICPA,United States,Industrials,B,B,sold,yes,,2022-12-24,no,suspend sale and delivery of services indefinitely
AL-KO Vehicle Technology,Germany,Consumer Discretionary,B,B,suspended,yes,,2022-12-24,no,suspend deliveries to Russia and Belarus
AM Best,United States,Information Technology,B,B,suspended,yes,,2022-12-24,no,suspend all commercial activities to Russian clients
AMD,United States,Information Technology,B,B,suspended,yes,,2022-12-24,no,suspend all sales to Russia
ARM,United Kingdom,Information Technology,B,B,suspended,yes,,2022-12-24,no,suspend shipments according to sanctions
AXA,France,Financials,B,B,suspended,yes,,2022-12-24,no,stop underwriting new insurance &amp; stop renewals
AXA Investments Managers,France,Financials,B,B,suspended,yes,,2022-12-24,no,pause investments &amp; prohibit new subscriptions
Abrdn,United Kingdom,Financials,B,B,suspended,yes,,2022-12-24,no,suspend investments in Russia and reduce exposure
Acer,Taiwan,Information Technology,B,B,suspended,yes,,2022-12-24,no,suspend its business in Russia
Acne Studios,Sweden,Consumer Discretionary,B,B,other,yes,,2022-12-24,no,put all Russian activities on hold
Adamed,Poland,Health Care,B,B,suspended,yes,,2022-12-24,no,halt sales and production in Russia
Air Astana,Kazakhstan,Industrials,B,B,suspended,yes,,2022-12-24,no,suspend flights to Russia
Air France,France,Industrials,B,B,suspended,yes,,2022-12-24,no,halt flight to and from Russia
Air Malta,Malta,Industrials,B,B,suspended,yes,,2022-12-24,no,suspend all flights to and from Russia
Airbnb,United States,Consumer Discretionary,B,B,other,yes,,2022-12-24,no,block bookings and block accepting guests in Russia
Akamai,United States,Information Technology,B,B,suspended,yes,,2022-12-24,no,suspend sales in Russia
Akin Gump,United States,Industrials,B,B,suspended,yes,,2022-12-24,no,suspend operations in Russia
Alaska Airlines,United States,Industrials,B,B,suspended,yes,,2022-12-24,no,temporarily suspend partnership with Russian airline
Alimentation Couche-Tard,Canada,Consumer Staples,B,B,suspended,yes,,2022-12-24,no,suspend operations
Alstom,France,Industrials,B,B,suspended,yes,,2022-12-24,no,suspend shipments to Russia
Amazon,United States,Consumer Discretionary,B,B,suspended,yes,,2022-12-24,no,suspend operations in Russia
Ambarella,United States,Information Technology,B,B,suspended,yes,,2022-12-24,no,suspend shipments into Russia
Amdocs,United States,Information Technology,B,B,suspended,yes,,2022-12-24,no,stop all new sales of product and services in Russia
Amer Sports,Finland,Consumer Discretionary,B,B,other,yes,,2022-12-24,no,Intention to discontinue business in Russia
American Express,United States,Financials,B,B,suspended,yes,,2022-12-24,no,suspend operations in Russia
Amica,Poland,Consumer Discretionary,B,B,suspended,yes,,2022-12-24,no,suspended Russian exports
Analog Devices,United States,Information Technology,B,B,suspended,yes,,2022-12-24,no,suspend sales to Russia according to sanctions
Ansys,United States,Information Technology,B,B,suspended,yes,,2022-12-24,no,suspend all sales and business activity
Aon PLC,United Kingdom,Financials,B,B,suspended,yes,,2022-12-24,no,suspend operations in Russia
Apple,United States,Information Technology,B,B,suspended,yes,,2022-12-24,no,suspend all official site sales; turn off select apps and services
Arla,Denmark,Consumer Staples,B,B,other,yes,,2022-12-24,no,suspends all operations
Asian Infrastructure Investment Bank,China,Financials,B,B,other,yes,,2022-12-24,no,curtail Russian access to capital markets
Asos,United Kingdom,Consumer Discretionary,B,B,suspended,yes,,2022-12-24,no,suspend all shipments to Russia
Association of International Certified Professional Accountants,United States,Industrials,B,B,other,yes,,2022-12-24,no,indefinite suspension of services within Russia
Aston Martin,United Kingdom,Consumer Discretionary,B,B,suspended,yes,,2022-12-24,no,suspend all shipments to Russia
Asus,Taiwan,Information Technology,B,B,suspended,yes,,2022-12-24,no,suspend shipments to Russia
Atlassian,Australia,Information Technology,B,B,suspended,yes,,2022-12-24,no,Suspended software sales to Russia
Audi,Germany,Consumer Discretionary,B,B,suspended,yes,,2022-12-24,no,suspend operations at Kaluga assembly plant
Australia Post,Australia,Communication Services,B,,suspended,no,,2023-08-23,no,Suspend all business with Russia
Austrian Airlines,Austria,Industrials,B,B,other,yes,,2022-12-24,no,Cancel Russian flights until July
Autodesk,United States,Information Technology,B,B,suspended,yes,,2022-12-24,no,suspend operations in Russia
Avast,Czech Republic,Information Technology,B,B,suspended,yes,,2022-12-24,no,suspend all operations in Russia
Axis Communication,Sweden,Consumer Discretionary,B,,suspended,no,,2023-08-23,no,Suspend all product shipments to Russia
Azerbaijan Airlines,Azerbaijan,Industrials,B,B,suspended,yes,,2022-12-24,no,suspend flights to Russia
B Lab,United States,NGO,B,B,suspended,yes,,2022-12-24,no,suspend Russian companies from obtaining certifications
BCG,United States,Industrials,B,B,suspended,yes,,2022-12-24,no,suspend operations; Moscow office ope
BMC,United States,Information Technology,B,B,suspended,yes,,2022-12-24,no,suspend all business with Russia &amp; Belarus
BMW,Germany,Consumer Discretionary,B,B,suspended,yes,,2022-12-24,no,suspend exports to and production in Russia
BNP Paribas,France,Financials,B,B,suspended,yes,,2022-12-24,no,suspend new business in Russia/curtail financing
BUDVAR Centrum Sp. z.o.o.,Poland,Industrials,B,B,suspended,yes,,2022-12-24,no,Suspended Activity
Badminton World Federation,Malaysia,NGO,B,B,other,yes,,2022-12-24,no,cancel all tournaments
Bain,United States,Industrials,B,B,suspended,yes,,2022-12-24,no,suspend consulting for all Russian businesses
Bang &amp; Olufsen,Denmark,Information Technology,B,,suspended,no,,2023-08-23,no,suspended deliveries and sales to Russia
Bank of China,China,Financials,B,B,other,yes,,2022-12-24,no,curtail Russian access to capital markets
Bentley,United States,Consumer Discretionary,B,B,suspended,yes,,2022-12-24,no,suspend all shipments to Russia
Big Fish Games,United States,Communication Services,B,B,suspended,yes,,2022-12-24,no,suspend downloadable game business in Russia
Bitdefender,Romania,Information Technology,B,B,suspended,yes,,2022-12-24,no,suspend all sales to Russia
BlackBerry,Canada,Information Technology,B,B,other,yes,,2022-12-24,no,cease all activities in Russia
Boeing,United States,Industrials,B,B,suspended,yes,,2022-12-24,no,suspend operations in Russia/titanium purchases
Bombardier,Canada,Industrials,B,B,other,yes,,2022-12-24,no,restrict Russian business
Boohoo Group,United Kingdom,Consumer Discretionary,B,B,suspended,yes,,2022-12-24,no,suspend all shipments to Russia
Boosteroid Cloud Gaming,United Arab Emirates,Information Technology,B,B,suspended,yes,,2022-12-24,no,suspend services to Russia
Boryszew,Poland,Materials,B,B,suspended,yes,,2022-12-24,no,suspended operations in Russia
Brav,Norway,Consumer Discretionary,B,B,suspended,yes,,2022-12-24,no,suspend sales and operations in Russia
Bridgestone Tire,Japan,Consumer Discretionary,B,B,suspended,yes,,2022-12-24,no,suspend manufacturing in Russia and shipments into
Brinks,United States,Consumer Discretionary,B,,suspended,no,,2023-08-23,no,Suspended business in Russia
British Airways,United Kingdom,Industrials,B,B,other,yes,,2022-12-24,no,cancel Russian flights
Brown-Forman,United States,Consumer Staples,B,B,suspended,yes,,2022-12-24,no,suspend commercial operations in Russia
Brunico Communications,Canada,Communication Services,B,,other,no,,2023-08-23,no,Put all business with Russia on hold
Budweiser Budvar,Czech Republic,Consumer Staples,B,B,other,yes,,2022-12-24,no,suspends production and supply of beer
Bulgaria Air,Bulgaria,Industrials,B,B,suspended,yes,,2022-12-24,no,suspend flights to Russia
Bulgarian Postbank,Bulgaria,Financials,B,B,suspended,yes,,2022-12-24,no,stop operations in Russian ruble
Burberry,United Kingdom,Consumer Discretionary,B,B,suspended,yes,,2022-12-24,no,suspend all shipments to Russia
Buta Airways,Azerbaijan,Industrials,B,B,suspended,yes,,2022-12-24,no,suspend flights to Russia
CBRE,United States,Real Estate,B,B,other,yes,,2022-12-24,no,discontinue Russian business
CME Group,United States,Financials,B,B,suspended,yes,,2022-12-24,no,suspend acceptance of certain Russian commodities
CNH Industrial,United Kingdom,Industrials,B,B,suspended,yes,,2022-12-24,no,suspend sales to Russia
Callaway Golf,United States,Consumer Discretionary,B,,suspended,no,,2023-08-23,no,Suspended business in Russia
Canada Goose,Canada,Consumer Discretionary,B,B,suspended,yes,,2022-12-24,no,suspend all shipments to Russia
Canadian Tire,Canada,Consumer Discretionary,B,B,other,yes,,2022-12-24,no,close Russia stores
Canon,Japan,Information Technology,B,B,suspended,yes,,2022-12-24,no,suspend deliveries in Russia
Canonical,United Kingdom,Information Technology,B,B,suspended,yes,,2022-12-24,no,suspend support &amp; professional services
Capgemini,France,Information Technology,B,B,suspended,yes,,2022-12-24,no,stop services to Russia
Cargolux,Luxembourg,Industrials,B,B,suspended,yes,,2022-12-24,no,suspend all shipments into and through Russia
Ceratizit,Luxembourg,Industrials,B,A,suspended,yes,2022-12-24,2022-12-24,yes,Stop all deliveries to Russia and Belarus. Still distributes through distributors
Chemours,United States,Materials,B,,suspended,no,,2023-08-23,no,Suspended business in Russia
Chevron,United States,Energy,B,B,other,yes,,2022-12-24,no,"Pausing all transactions and sales of refining products, lubricants, and chemicals"
Chipperfield,United Kingdom,Industrials,B,B,suspended,yes,,2022-12-24,no,suspend operations in Russia
Chopard,Switzerland,Consumer Discretionary,B,,suspended,no,,2023-08-23,no,Suspend all Russian diamond purchases
Cie Automotives,Spain,Consumer Discretionary,B,B,other,yes,,2022-12-24,no,temporarily shut down aluminum plant
Ciena,United States,Communication Services,B,B,suspended,yes,,2022-12-24,no,suspend business operations in Russia
Citrix,United States,Information Technology,B,B,suspended,yes,,2022-12-24,no,suspend all sales to Russia
Cleary Gottlieb,United States,Industrials,B,B,suspended,yes,,2022-12-24,no,suspend Russian operations
Clorox,United States,Consumer Staples,B,B,suspended,yes,,2022-12-24,no,suspend business activity in Russia
Clutch,United States,Industrials,B,B,suspended,yes,,2022-12-24,no,suspend all business activity
Cogent Communications,United States,Communication Services,B,B,other,yes,,2022-12-24,no,cut all internet to Russia
Columbia Sportswear,United States,Consumer Discretionary,B,B,suspended,yes,,2022-12-24,no,pause taking any new orders from Russian distributor &amp; remove future sales
Commerzbank,Germany,Financials,B,B,suspended,yes,,2022-12-24,no,suspend operations in Russia
Conde Nast,United States,Communication Services,B,B,suspended,yes,,2022-12-24,no,suspend all publishing operations
Conformis,United States,Health Care,B,B,suspended,yes,,2022-12-24,no,suspend distribution operations in Russia
Costco,United States,Consumer Discretionary,B,B,suspended,yes,,2022-12-24,no,stopped purchases from Russia
Coupa,United States,Information Technology,B,B,suspended,yes,,2022-12-24,no,suspend operations in Russia
Coursera,United States,Consumer Discretionary,B,B,suspended,yes,,2022-12-24,no,platform available; refrain from financial benefits from the region; suspend some content
Credit Agricole,France,Financials,B,B,suspended,yes,,2022-12-24,no,suspend all services in Russia
Criteo,France,Consumer Discretionary,B,,other,no,,2023-08-23,no,Discontinued Operations
Crocs,United States,Consumer Discretionary,B,B,suspended,yes,,2022-12-24,no,suspend D2C business
Curve,United Kingdom,Financials,B,B,other,yes,,2022-12-24,no,no longer allow Russian payment cards &amp; transaction in RUB
Cyprus Airways,Cyprus,Industrials,B,B,suspended,yes,,2022-12-24,no,suspend flights to Russia
DACHSER,Germany,Industrials,B,B,other,yes,,2022-12-24,no,End all transports to Russia
DAF,Netherlands,Consumer Discretionary,B,,suspended,no,,2023-08-23,no,Suspend business in Russia
DHL,Germany,Industrials,B,B,suspended,yes,,2022-12-24,no,suspend all shipments to Russia
DJI,China,Information Technology,B,B,suspended,yes,,2022-12-24,no,stop selling drones in Russia
DKV Mobility,Germany,Information Technology,B,B,suspended,yes,,2022-12-24,no,stop all activity for Russian domestic business
DSV A/S,Denmark,Industrials,B,B,suspended,yes,,2022-12-24,no,suspend all shipments to Russia
Daimler Truck,Germany,Consumer Discretionary,B,B,other,yes,,2022-12-24,no,freeze activities in Russia
Damen,Netherlands,Industrials,B,B,suspended,yes,,2022-12-24,no,"stop supplying ships to Russia, halt new contracts"
Danaher,United States,Health Care,B,B,suspended,yes,,2022-12-24,no,suspended shipments to Russia except for humanitarian medical products
Danone,France,Consumer Staples,B,B,seized,yes,,2022-12-24,no,Announced Transfer
Danske Bank,Denmark,Financials,B,C,suspended,yes,,2023-08-23,no,suspend operations in Russia
Dassault Aviation,France,Industrials,B,B,suspended,yes,,2022-12-24,no,suspend all shipments to Russia
Dassault Systèmes,France,Information Technology,B,B,suspended,yes,,2022-12-24,no,suspend business operations in Russia
Debevoise &amp; Plimpton,United States,Industrials,B,,sold,no,,2023-08-23,no,Wind down Russia operations; local partners and counsel open Russian business
Decathlon,France,Consumer Discretionary,B,B,suspended,yes,,2022-12-24,no,suspend the operation of its stores in Russia
Deckers,United States,Consumer Discretionary,B,B,suspended,yes,,2022-12-24,no,suspend business in Russia
Demant,Denmark,Health Care,B,B,suspended,yes,,2022-12-24,no,suspend all trade with Russia
Denso,Japan,Consumer Discretionary,B,B,suspended,yes,,2022-12-24,no,suspend all shipments into Russia
Depositphotos,Ukraine,Consumer Discretionary,B,B,suspended,yes,,2022-12-24,no,stop all sales and services to Russia
Diadora,Italy,Consumer Discretionary,B,B,suspended,yes,,2022-12-24,no,suspend contracts with Russian commercial partners
Diageo,United Kingdom,Consumer Staples,B,B,suspended,yes,,2022-12-24,no,suspend all shipments to Russia
Diebold Nixdorf,United States,Information Technology,B,B,suspended,yes,,2022-12-24,no,suspend shipments and sales of any kind into Russia.
DirecTV,United States,Communication Services,B,B,other,yes,,2022-12-24,no,cut Kremlin backed TV networks
Discover,United States,Communication Services,B,B,suspended,yes,,2022-12-24,no,suspend efforts to establish Russian presence
Discovery,United States,Communication Services,B,,suspended,no,,2023-08-23,no,Suspend Russian access
Disney,United States,Communication Services,B,B,suspended,yes,,2022-12-24,no,pause new content releases
Dreamstime,United States,Communication Services,B,B,other,yes,,2022-12-24,no,restrict download plans and payments for Russian customers
DuPont,United States,Materials,B,B,suspended,yes,,2022-12-24,no,suspend operations in Russia and Belarus
Dyson,Singapore,Consumer Discretionary,B,,suspended,no,,2023-08-23,no,Suspend business in Russia
ECFMG,United States,Industrials,B,,suspended,no,,2023-08-23,no,Suspend Russian certifications
EDF,France,Utilities,B,B,suspended,yes,,2022-12-24,no,suspend Moscow office
ESET,Slovakia,Information Technology,B,B,suspended,yes,,2022-12-24,no,suspend all sales to Russia
Edrington,United Kingdom,Consumer Staples,B,B,suspended,yes,,2022-12-24,no,suspend all shipments to Russia
Egon Zehnder,United States,Industrials,B,B,suspended,yes,,2022-12-24,no,stop operations in Russia
Electrolux,Sweden,Consumer Discretionary,B,B,other,yes,,2022-12-24,no,suspending all shipments into Russia
Elsevier,Netherlands,Communication Services,B,C,sold,yes,,2023-08-23,no,Winding down all operations in Russia
Embraer,Brazil,Industrials,B,B,suspended,yes,,2022-12-24,no,suspend supplying parts and services to Russia
Epiroc,Sweden,Consumer Staples,B,B,suspended,yes,,2022-12-24,no,pause all deliveries to Russia and no operations domestically
Eppendorf SE,Germany,Health Care,B,B,suspended,yes,,2022-12-24,no,suspend exports to Russia; keep rep office open
Epson,Japan,Consumer Discretionary,B,B,suspended,yes,,2022-12-24,no,suspend exports to Russia &amp; Belarus
Equinix,United States,Real Estate,B,B,suspended,yes,,2022-12-24,no,suspend Russian partnerships and customers
Ericsson,Sweden,Information Technology,B,B,suspended,yes,,2022-12-24,no,suspend all shipments to Russia
Esri,United Kingdom,Information Technology,B,C,other,yes,,2023-08-23,no,Suspending all sales of products and services.
Estee Lauder,United States,Consumer Staples,B,B,suspended,yes,,2022-12-24,no,suspend operations in Russia
Etex,Belgium,Communication Services,B,,suspended,no,,2023-08-23,no,Suspended business in Russia
Eurasian Resources Group,Luxembourg,Materials,B,,suspended,no,,2023-08-23,no,Suspend substantively all Russian commodities purchases
European University Association,Belgium,NGO,B,B,other,yes,,2022-12-24,no,cease cooperation with governmental agencies in Russia
Exiger,United States,Industrials,B,B,other,yes,,2022-12-24,no,halting all activity and due diligence in Russia
Exor,Netherlands,Financials,B,B,other,yes,,2022-12-24,no,holding company's assets are suspending operations
FANUC,Japan,Industrials,B,A,suspended,yes,2022-12-24,2022-12-24,yes,"Totally suspend all shipments, services and maintenance in Russia"
FIBA,Switzerland,NGO,B,B,other,yes,,2022-12-24,no,ban Russian teams and officials from participating in basketball events
FIFA,Switzerland,Industrials,B,B,other,yes,,2022-12-24,no,ban Russian athletes from competing
Famur,Poland,Industrials,B,B,suspended,yes,,2022-12-24,no,suspend Russian exports
Farfetch,United Kingdom,Consumer Discretionary,B,B,suspended,yes,,2022-12-24,no,suspend all shipments to Russia
FedEx,United States,Industrials,B,B,suspended,yes,,2022-12-24,no,suspend all shipments to Russia
Ferragamo,Italy,Consumer Discretionary,B,B,suspended,yes,,2022-12-24,no,suspend all shipments to Russia
Ferrari,Italy,Consumer Discretionary,B,B,suspended,yes,,2022-12-24,no,suspend sales in Russia
Fidelity,United States,Financials,B,,suspended,no,,2023-08-23,no,Suspend trading of Russian securities
Finnlines,Finland,Industrials,B,B,suspended,yes,,2022-12-24,no,suspend all traffic to Russia
Fitch,United States,Financials,B,B,suspended,yes,,2022-12-24,no,suspend operations in Russia
Fiverr,Israel,Consumer Discretionary,B,B,suspended,yes,,2022-12-24,no,suspend business
Fluidra,Spain,Industrials,B,F,suspended,yes,,2024-02-25,no,Stopped busisness. In process of selling subsidaries
Forest Stewardship Council (FSC),Germany,NGO,B,B,suspended,yes,,2022-12-24,no,suspend all trading certificates in Russia &amp; Belarus and block all controlled wood sourcing from the two countries
Fortinet,United States,Information Technology,B,B,suspended,yes,,2022-12-24,no,suspend operations in Russia
Foster + Partners,United Kingdom,Industrials,B,B,suspended,yes,,2022-12-24,no,stop work on projects in Russia
Fujitsu,Japan,Information Technology,B,B,other,yes,,2022-12-24,no,cease orders and shipments to Russia
Fédération Internationale de Motocyclisme,Switzerland,NGO,B,B,other,yes,,2022-12-24,no,"ban Russian, Belarusian licence holders"
Ganni,Denmark,Consumer Discretionary,B,B,other,yes,,2022-12-24,no,freeze all trade with Russia
Gap Inc,United States,Consumer Discretionary,B,C,suspended,yes,,2023-08-23,no,stopped shipments to franchisees in Russia
Gasum,Finland,Energy,B,,suspended,no,,2023-08-23,no,Suspend all purchases from Russia
Generac,United States,Industrials,B,,suspended,no,,2023-08-23,no,Suspend all business in Russia
Gestamp,Spain,Consumer Discretionary,B,B,suspended,yes,,2022-12-24,no,stopped production
GetYourGuide,Switzerland,Consumer Discretionary,B,B,suspended,yes,,2022-12-24,no,suspend all Russian operations
Goodyear,United States,Consumer Discretionary,B,B,suspended,yes,,2022-12-24,no,suspend shipments of tires to Russia
Grainpro,United States,Materials,B,B,suspended,yes,,2022-12-24,no,suspend all operations in Russia
Grammarly,United States,Information Technology,B,B,other,yes,,2022-12-24,no,block users located in Russia and Belarus from using products or services
Graphisoft,Hungary,Information Technology,B,B,suspended,yes,,2022-12-24,no,"suspended new activities, disabled access to our commercial services in Russia"
Grupa Azoty,Poland,Materials,B,B,suspended,yes,,2022-12-24,no,stopped exporting its products to Russia or Belarus
Grupo Antolín,Spain,Consumer Discretionary,B,B,suspended,yes,,2022-12-24,no,suspend operations in Russia
Grupo Bimbo,Mexico,Consumer Staples,B,B,suspended,yes,,2022-12-24,no,"Suspended distribution of the Bimbo Brand at retail, but left Moscow Bimbo QSR plant operating for food service products"
HARIBO,Germany,Consumer Staples,B,B,suspended,yes,,2022-12-24,no,suspend production to Russia
HHLA,Germany,Financials,B,B,suspended,yes,,2022-12-24,no,suspend entry of Russian shipments at owned ports
HMM,South Korea,Industrials,B,B,suspended,yes,,2022-12-24,no,suspend all shipments to Russia
Hannover Re,Germany,Financials,B,B,suspended,yes,,2022-12-24,no,halt underwriting business
Hapag Lloyd,Germany,Industrials,B,B,suspended,yes,,2022-12-24,no,suspend all shipments to Russia
Harley-Davidson,United States,Consumer Discretionary,B,B,other,yes,,2022-12-24,no,suspending all business in Russia
Hasbro,United States,Consumer Discretionary,B,B,suspended,yes,,2022-12-24,no,pause toy shipments of Russia
Heraeus,Germany,Industrials,B,B,suspended,yes,,2022-12-24,no,stop goods and money flows to Russia
Herbalife,United States,Consumer Staples,B,C,suspended,yes,,2023-08-23,no,suspend sales and shipments to Russia
Hermes,France,Consumer Discretionary,B,B,suspended,yes,,2022-12-24,no,suspend all operations in Russia
Herzog &amp; de Meuron,Switzerland,Industrials,B,,suspended,no,,2023-08-23,no,suspend work on Russian projects
Hexagon,Sweden,Information Technology,B,B,other,yes,,2022-12-24,no,freeze all business activities
Hindalco,India,Materials,B,F,suspended,yes,,2023-08-23,no,suspend operations
Hitachi Construction,Japan,Industrials,B,B,suspended,yes,,2022-12-24,no,suspend all shipments to Russia
Honda,Japan,Consumer Discretionary,B,B,suspended,yes,,2022-12-24,no,suspend all shipments to Russia
Honey Group,Finland,Consumer Staples,B,B,suspended,yes,,2022-12-24,no,suspend sales to Russia
Hugo Boss,Germany,Consumer Discretionary,B,B,other,yes,,2022-12-24,no,temporarily close stores and e-commerce sites
Hunkemoller,Netherlands,Consumer Discretionary,B,B,suspended,yes,,2022-12-24,no,suspend operations of on-site and online stores
Husqvarna,Sweden,Consumer Discretionary,B,B,suspended,yes,,2022-12-24,no,stop exports to Russia &amp; halt investments
Hyundai,South Korea,Consumer Discretionary,B,B,suspended,yes,,2022-12-24,no,suspend manufacturing in Russia
ICBC,China,Financials,B,B,other,yes,,2022-12-24,no,curtail Russian access to capital markets
Iberia,Spain,Industrials,B,B,other,yes,,2022-12-24,no,canceling flights to Russia
Icecat,Netherlands,Industrials,B,B,other,yes,,2022-12-24,no,suspends activities for the Russian market
Illinois Tool Works,United States,Industrials,B,B,other,yes,,2022-12-24,no,suspension of sales to Russia
Indeed,United States,Information Technology,B,B,suspended,yes,,2022-12-24,no,suspend service in Russia
Institute of Internal Auditors,United States,Industrials,B,B,suspended,yes,,2022-12-24,no,suspend business in Russia
Intel,United States,Information Technology,B,B,suspended,yes,,2022-12-24,no,suspend sales to Russia
Interactive Advertising Bureau,United States,Industrials,B,B,suspended,yes,,2022-12-24,no,suspend licensing in Russia and Belarus
Intercomm Foods,Greece,Consumer Staples,B,B,other,yes,,2022-12-24,no,Stopping shipments to Russia
International Canoe Federation,Switzerland,NGO,B,B,suspended,yes,,2022-12-24,no,suspend Russian athletes &amp; relocate Russian events
International Federation of Sport Climbing,Italy,NGO,B,B,suspended,yes,,2022-12-24,no,suspend Russian teams from participation; suspend Russian events
International Tennis Federation,United Kingdom,NGO,B,B,suspended,yes,,2022-12-24,no,suspend Russian partnerships
Intertek,United States,Industrials,B,B,suspended,yes,,2022-12-24,no,suspend operations
Intuit,United States,Information Technology,B,B,suspended,yes,,2022-12-24,no,suspend customer accounts
Isuzu,Japan,Consumer Discretionary,B,,suspended,no,,2023-08-23,no,Suspend business in Russia
JCB,United Kingdom,Industrials,B,B,suspended,yes,,2022-12-24,no,pause business in Russia
