subsidiary_name,inactive,nace_code,nace_sector,guo_name,guo_country,guo_direct_pct,guo_total_pct,incorp_year,years_in_russia,total_assets_th_usd,total_assets_year,pre_inv_assets_th_usd,pre_inv_equity_th_usd,shareholders_funds_th_usd,revenue_th_usd,employees,costs_employees_th_usd,emp_intensity,ln_assets
BRUNO MANAGEMENT,No,6830,68,LBS FINANCE AKTIENGESELLSCHAFT IN LIQUIDATION,LI,99.0,,2008,14,1404.33027362823,2023,1839.05258658901,-249.298042540438,-317.71143885795,78.9177597556263,,,,7.5170058194043
KHANKEMOLLER RASHA,No,4771,47,PURPLE IRIS INC,US,,,2018,4,1733.00189302303,2023,6737.89843651652,-1149.76456431951,1375.76467593201,3363.37055935059,1.0,,0.0001484142287720499,8.81550335061403
LIMITED LIABILITY COMPANY HC YUG,No,0142,01,HEIDELBERG MATERIALS AG,DE,,100.0,2008,14,388.222305302508,2023,327.677314810455,-269.811525442638,-552.825708420947,21.7977140890434,1.0,,0.003051782820481333,5.792029327829341
TDE ENERGY SERVICES LTD.,No,6311,63,MR. GERHARD THONHAUSER,AT,,,2013,9,281.619776194915,2023,317.568636556156,304.875582503155,234.501034639776,634.062611158937,8.0,,0.025191404562979733,5.760693973099246
ADITIM KHOLDING,No,6820,68,THORIM INVESTMENT LIMITED,CY,100.0,100.0,2021,1,1430.16418848466,2023,1742.07119268458,406.110428242944,372.64613825269,72.1944750519469,1.0,,0.0005740293532200439,7.462830024938198
PCHELKI,No,8559,85,MRS SARA LUIZ STOBBART,GB,100.0,100.0,2014,8,15.6653648568317,2023,7.28201722446829,0.847998308949172,8.38459385931492,55.82667746488,4.0,,0.5492983436731801,1.9854079150990147
BRAIT STAR,No,7810,78,MRS SYUZANNE KATARINA FREVAIN-KAZAKBAEV,AT,100.0,100.0,2023,,0.111497258767486,2023,,,0.111497258767486,0.0,6.0,,,
TAPIOLA,No,6820,68,KILJUNEN AARNO HANNU TAPANI,FI,100.0,100.0,2018,4,420.467312538065,2023,495.688662307337,474.434863421135,408.648603108712,73.7331372229382,1.0,,0.0020173953451854015,6.205948032679699
ANNAHUTTE OOO,No,4673,46,MAX AICHER STIFTUNG,DE,,,2008,14,565.413748935796,2023,346.1582938293,99.4984682500362,272.34320426546,2333.97211777978,5.0,,0.01444425885247064,5.8468961670545285
"WEATHERFORD HOLDINGS (RUS), LLC",No,7022,70,WEATHERFORD INTERNATIONAL PUBLIC LIMITED COMPANY,IE,,,2008,14,188615.363568798,2023,70288.3588808449,70279.8115963023,188452.075833333,19.0771809751168,,,,11.160361472064762
VIRMA SHIPPING,No,7734,77,MR BORIS VALERYEVICH VASILYEV,BE,60.0,,2019,3,718.298790157773,2023,849.492401207797,180.260211959481,270.815691820346,522.487304310314,1.0,,0.001177173566918566,6.744638996054672
OAKENHURST LIMITED LIABILITY COMPANY,No,3312,33,MR CHARLES ALBERT PARKER,GB,,,2016,6,161.202736726031,2023,332.011528389528,-802.300622300245,131.16537521407,0.0,,,,5.805169692378466
LIMITED LIABILITY COMPANY BRILAR,Yes,,,KR BUSINESS LIMITED,VG,0.0,100.0,2014,8,14392.880091696,2023,31985.0155815948,4843.18754822109,-6240.40122568328,240.689132501371,1.0,,3.126464007650608e-05,10.37302280903731
EMARO GESELLSCHAFT MIT BESCHRANKTER HAFTUNG,No,6311,63,OIGEN KAMLOVSKI,DE,100.0,100.0,2012,10,39.3027837155387,2023,25.5610918840393,-7.4166201306507,11.8075597034767,74.3129229685292,3.0,,0.11736587832827446,3.2410713470648176
KONTSERN DAGES,No,7010,70,DAGES GASTECHNIK-ANLAGEN GMBH,DE,100.0,100.0,2018,4,5.36035545542836,2020,5.36035545542836,5.36035545542836,5.36035545542836,296.68755270727,1.0,,0.18655479255341423,1.6790302891951425
MINOL ENERGOSBEREZHENIE,No,7112,71,ZENNER S.A.,LU,100.0,100.0,2002,20,55.4475867850706,2023,65.1343463016674,59.2521993014961,49.7723763138056,77.0000069048256,4.0,,0.06141153211969216,4.176452003045852
ARENA,Yes,6820,68,DIMITRII OLEGOVICH PESHKOV,DE,100.0,100.0,2013,9,604.192495535128,2023,892.228823920712,90.708898476325,-36.3592560840771,108.46453332901,4.0,,0.004483154873234022,6.7937226287411505
LIMITED LIABILITY COMPANY ESTATE INVEST,No,6831,68,MRS OLGA POLONSKAYA,CA,98.36,,2004,18,229.361011010595,2023,327.838838297874,315.253466569819,227.76660021022,25.4213749989867,,,,5.792522140980999
STAVMED,No,7739,77,LUDWIG G. BRAUN GMBH U. CO. KG,DE,,,2017,5,90.5692232968286,2023,153.985724672675,-10.4451855197549,30.7174947904423,73.5881907865405,,,,5.036859901186321
BLACKROSE CONSULTANCY LIMITED LIABILITY COMPANY,No,6820,68,SUPPERSTONE HOLDINGS LIMITED,CY,100.0,100.0,2023,,4324.54382828157,2023,,,-2619.15980625525,471.822949926369,1.0,,,
SKD SOFTVER,No,6201,62,SOCIAL QUANTUM GROUP LTD,CY,100.0,100.0,2013,9,262.74329028558,2023,5034.61980139371,4620.60818255786,165.395033655688,392.414602232166,18.0,,0.0035752451446318043,8.524093291158298
MODULAR MINING SYSTEMS EURASIA LTD.,No,6110,61,MODULAR MAINING SISTEMS INK,US,100.0,100.0,2006,16,903.295041904785,2023,1420.04719993379,428.454510669224,366.792532167397,382.937335236929,3.0,,0.0021126058346087905,7.258445389432883
GU-YUG,No,6820,68,ZAKRYTOE AKTSIONERNOE OBSHCHESTVO GRECH-YUNITAS GMBH (GRETSCH-UNITAS GMBH),DE,74.0,,2004,18,282.143813311122,2023,412.867494133301,400.578248798847,269.310478826985,39.4700296036899,5.0,,0.012110423007498062,6.023126704032053
LIMITED LIABILITY COMPANY EUROCONTROLLI RU,No,4614,46,EUROCONTROLLI SRL,IT,90.0,,2021,1,362.555636334233,2023,7.7800479773432,-19.5712625589222,-131.767460411415,244.903728882782,1.0,,0.12853391173321388,2.0515625049249104
OOO UNITED CONSULTING,No,6910,69,MR ALEKSEI MOSKALYUK,DE,100.0,100.0,2007,15,0.111497258767486,2023,0.64609394967556,0.201904359273612,0.111497258767486,0.0,1.0,,1.5477625204541168,-0.43681035283957576
ALLBAU SOFTWARE GMBH,No,4741,47,MR VLADIMIR SHKATOV,DE,,,2009,13,311.244597849436,2023,875.753428203985,209.482502891682,215.04476298485,45.3682345924899,24.0,,0.02740497407954171,6.775084576661981
ZOLLERN ANTRIEBSTECHNIK GMBH,No,8299,82,ZOLLERN GMBH & CO. KG,DE,100.0,100.0,2007,15,2815.30578387901,2023,2617.23236810137,-7577.33600063249,-7515.18283434957,301.120646753348,1.0,,0.00038208300194813585,7.869872690373398
VPK,No,6810,68,METROM PROJECT LIMITED,CY,100.0,100.0,2019,3,2518.80112363864,2023,2882.30587124638,-1198.06008705776,-1567.98595004715,74.4021207755432,6.0,,0.0020816666474767482,7.966345902519296
MEZHDUNARODNYI YAZYKOVOI TSENTR,No,8559,85,MR NILS KLAZEN,DE,100.0,100.0,2018,4,5.27382033970207,2023,16.5830780416727,14.3755903802812,1.48291354160756,94.2709322879091,3.0,,0.18090730758554618,2.808382780345998
GLOBAL REFUND LIMITED LIABILITY COMPANY,No,6499,64,COUNTRYVIEW HOLDINGS LIMITED,CY,100.0,100.0,2016,6,653.362786651589,2023,4883.00308786985,2543.87378423195,466.181188632734,126.772383218631,4.0,,0.0008191680259094309,8.493515696432922
APERI,No,2630,26,FAMILLE VAN DEN BRANDE,BE,,,2018,4,35.7125719832256,2023,113.268345552497,-73.0220766039565,-208.343777732924,0.0334491776302457,1.0,,0.0088285919170288,4.729759742877443
AI ES DZHI,No,7830,78,KHAMMER OLIVER,DE,100.0,100.0,2015,7,20.1364049334079,2023,53.8007816011086,44.1497532278299,15.3308730805293,82.9428107971326,18.0,,0.3345676301406948,3.9852879949638567
O.O.O. SASHA,No,5610,56,SERILLO FRANCHESKO,IT,98.0,,2021,1,15.6319156792015,2023,,,-62.1597217628732,161.269635081291,1.0,,,
LENTOCHNYE PRUZHINY,No,2593,25,KERN LIEBERS GMBH & CO. KG,DE,,,2014,8,411.380285948515,2023,428.212225438096,75.2699451372027,18.6646411176771,80.6794164441526,2.0,,0.004670581270662781,6.059618926514238
GK GROUP,No,3312,33,GE PASKAL MORIS RENE,FR,100.0,100.0,2015,7,9411.94075132441,2023,14260.3972131703,14243.7737542568,9335.94421974849,0.367940953932703,1.0,,7.012427389304713e-05,9.565241548641373
LIMITED LIABILITY COMPANY THALES ELECTRONIC SYSTEMS,No,7320,73,THALES,FR,,,2011,11,1262.2604665067,2023,538.250101242214,177.985422844999,221.946443302557,451.563898008317,1.0,,0.00185787238626082,6.288323324339604
SAVCOR ART RUS,No,7010,70,SAVCOR GROUP OY,FI,100.0,100.0,2006,16,38.9125433098525,2023,139.556293129921,-283.527561582625,-166.443107888103,64.5457631004974,1.0,,0.007165567224324613,4.93846805484459
UPRAVLYAYUSHCHAYA KOMPANIYA BIZNESKONSALT,No,8211,82,MR ALEXEY KUPRIY,DE,,,2019,3,12.5099924337119,2023,19.396278780885,6.00328961573541,6.50029018614441,82.7867146348581,12.0,,0.6186753725062963,2.9650812322520532
AZIYA MARKETING,No,7311,73,MRS NATALIA MICHAJLOVNA GANDURINA,DE,100.0,100.0,2020,2,2.60903585515916,2023,2.78628015797585,-3.72850050125271,1.86200422141701,17.4939199006185,1.0,,0.3589014540183463,1.0247074295179015
RUSSLAND INVEST,No,6810,68,NEUAPOSTOLISCHE KIRCHE NORD- UND OSTDEUTSCHLAND,DE,,,2017,5,37.8867685291916,2023,26.3014078680426,13.7833375930786,30.0708106895909,65.5492384294048,1.0,,0.03802077839395986,3.2696224688552618
PRIVAT JOINT-STOCK COMPANY INDEQ-GEO,No,4660,46,AO INDEK,FI,52.0,,2008,14,955.877149139531,2023,1230.28402279783,1220.4445503559,939.721196344122,37.2846833318472,1.0,,0.0008128204394021689,7.11500033455396
PROSESSINIR,No,6311,63,MR DOMINIK VAILAND,DE,100.0,100.0,2018,4,17.9287592098117,2023,11.347024991177,7.38969954941422,15.5538675980642,67.801483056508,3.0,,0.2643864803622696,2.428955594254387
INSTITUT STRATEGICHESKIKH PROEKTOV I INNOVATSII,No,6831,68,KIMBOLT MEMBERS LTD.,GB,100.0,100.0,2006,16,933.354702868499,2023,1188.16677345335,821.764202534221,624.908686214127,49.5159326186404,2.0,,0.0016832653838544025,7.0801668717647415
BURGEL AGRO,No,0111,01,MELKHOP KHAINRIKH,DE,,,2008,14,806.704966634512,2023,1006.668214757,-1105.61481109168,-951.785199742764,353.011470983736,3.0,,0.0029801278673770096,6.9144013595377025
SOCIETE A RESPONSIDILITE LIMITEE SPBEAUTE,No,6820,68,AO INSANTO (INSANTO AB),SE,100.0,100.0,2011,11,725.378866089508,2023,100.306085687131,51.027961733751,696.657172231004,67.5115901837125,1.0,,0.00996948483384291,4.608226367974016
OPENPROVAIDER,No,6209,62,FISHNET HOLDING B.V.,NL,,100.0,2014,8,91.1044101389125,2023,97.0217747762799,2.07288475520909,-85.4403493935242,54.6225070701912,1.0,,0.010306964620116208,4.574935435540707
LYUKS DEVELOPMENT,No,6820,68,MENELAOS SAZOS,CY,0.0,100.0,2016,6,417.445736825466,2023,280.687440262176,-284.214036404155,-122.769631628878,13.4242699556053,34.0,,0.12113117697123289,5.637241738021128
GESELLSCHAFT MIT BESCHRANKTER HAFTUNG ARDELT RUSSLAND,No,4690,46,TECHNE SPHERE LEIPZIG GMBH,DE,,100.0,2007,15,36.5488014239818,2023,122.259819685481,66.1842489698902,26.5474973125383,66.8649060828611,2.0,,0.016358604201650973,4.806148449754743
UPRAVLYAYUSHCHAYA KOMPANIYA PRAIM PARK,No,6820,68,MR CHRISTAKIS KONSTANTINOU,CY,,,2019,3,40.7299486277625,2023,5.85522641893476,4.72456200700253,30.4053024658933,66.8983552604914,,,,1.767334667341217
ETALON,No,6820,68,MR PAPADOPOULOS GEORGIOS,CY,0.0,100.0,2006,16,723.661808304489,2023,983.058865012601,981.241725779139,718.833976999857,66.9429541639984,,,,6.890669001378259
SVEMA RUS,No,4662,46,SWEMA GMBH,DE,100.0,100.0,2014,8,156.241108710878,2023,149.463067024946,75.4583892058581,55.7709288354963,75.5059436373413,5.0,,0.03345308041327346,5.007049318999118
ATG-CONSULT,No,7022,70,SHAVKATZHON VAKHOBDZHANOVICH KAKHKHAROV,DE,51.0,,2006,16,249.530865121633,2023,263.512109433301,-229.255669809878,-235.526809420437,21.5189709421247,1.0,,0.003794892015211602,5.574099323029077
"MOST MANAGEMENT LIMITED LIABILITY COMPANY,",No,7010,70,BRUCK BETEILIGUNGS GMBH,AT,100.0,100.0,2008,14,81.68289177306,2023,122.057915326208,6.62246298417449,-20.9391851965338,109.412260028534,1.0,,0.008192832044750499,4.804495647879954
RAUTE SERVICE LIMITED LIABILITY COMPANY,No,4669,46,RAUTE OYJ,FI,,100.0,2005,17,2449.63937402517,2023,2447.13467555866,1281.60811092518,1592.01360931154,1491.92252011597,2.0,,0.0008172823588237606,7.802673098936226
SFP PARKET,No,4673,46,KARPANTYE EMMANYUEL,FR,100.0,100.0,2019,3,121.007974940352,2023,587.218638511375,-134.562525310554,-467.485706560314,110.783676311374,27.0,,0.045979466980895195,6.3753972181306455
PRODOVOLSTVIE ALTAYA,No,4621,46,KOMPANIYA S OGRANICHENNOI OTVETSTVENNOSTYU LAFUDSTAFF EL EL SI,US,100.0,100.0,2019,3,513.556373883039,2023,597.973410715349,13.8371787555516,13.1009279051796,292.20086605195,1.0,,0.0016723151599729342,6.393546289275386
GLOBAL GIDRO RUS,No,7112,71,TABOR PRIVATSTIFTUNG,AT,,,2020,2,40.6407508207485,2023,34.3372013671324,31.4028580123559,25.6889684200287,0.0,1.0,,0.029122932568325176,3.536229354394346
FORT VALE RUS LTD,No,4690,46,MR EDWARD SAGAR FORT OBE,GB,,,2006,16,767.92622003518,2023,1103.89189389255,793.107243807986,759.798069871031,176.466711451299,1.0,,0.0009058858077794143,7.0065972998435715
R. STAHL GESELLSCHAFT MIT BESCHRANKTER HAFTUNG,No,8299,82,R STAHL AG,DE,100.0,100.0,2008,14,283.827421918511,2023,323.235418906435,316.424511853606,279.267184034921,67.4446918284521,2.0,,0.006187440741384001,5.778380908843196
MANX NAUTILUS CREWING LTD COMPANY LIMITED,No,7810,78,MANX OCEAN CREWING LIMITED,GB,75.0,,2011,11,17.382422641851,2023,10.283662032336,9.00493442360312,16.2451506024227,45.9034214345738,40.0,,3.889664972868983,2.3305564254190543
LIMITED LIABILITY COMPANY FOREIGN ENTRY SOLUTIONS,No,3314,33,MR HUBER NIELS,NL,,,2007,15,586.419832487591,2023,2039.79936086945,961.226273629814,443.703341265209,555.468193453737,1.0,,0.000490244295190757,7.620606729486361
PROGRESS KHOLDING,No,6420,64,ROSSLYN ESTABLISHMENT,LI,100.0,100.0,2014,8,287.596029264852,2023,330.127087702975,70.9357315581292,38.4777040006593,60.6991076730192,2.0,,0.0060582729333603135,5.799477694574506
ITALGEST,No,6820,68,IGEST S.R.L.,IT,100.0,100.0,2006,16,73.1979503808543,2023,94.3835578151047,-252.663115194999,-201.118755364791,43.0936905136332,1.0,,0.010595065741842217,4.547366882293658
VAB LOGISTIK,No,5229,52,VAB-LOGISTIK GMBH,DE,60.0,,2005,17,45.8365230793133,2023,113.766376305372,-73.7354720067233,-81.0139082204551,13.569216392003,1.0,,0.008789943324869532,4.734147014988485
KELEMATA,No,4619,46,GIRAUDI HOLDING S.R.L,IT,,,2023,,,,,,0.353066319599748,51.5386296790093,1.0,,,
L.M. MEDIKAL DIVIZHEN RASHA,No,4618,46,MR ALBERTO LANCINI,IT,,,2019,3,32.7913438035175,2023,6.83782763406634,1.73637748975307,4.64943569060415,38.4665542747825,2.0,,0.2924905550464474,1.9224700838310147
PAIPER R-SNG,No,4669,46,"PAYPER, SA",ES,100.0,100.0,2020,2,10.6925871158019,2023,12.3565467875451,11.5623896410689,9.95670520793647,64.8691051509231,2.0,,0.1618575184788617,2.5141860268730247
LIMITED LIABILITY COMPANY PHOENIX RUS,No,4616,46,MRS ANGELA BIGINI,IT,100.0,100.0,2021,1,19.9580093193799,2023,,,-51.7012788904831,50.062269186601,1.0,,,
ITAMAA,No,6920,69,ITAMAA OY,FI,100.0,100.0,2015,7,79.5755935823545,2023,169.653502952307,64.1652053771541,-19.4451219290495,89.6326463231817,3.0,,0.017683100836670376,5.133758139129696
GEAVE RUS,No,4614,46,GAW GROUP PILDNER-STEINBURG HOLDING GMBH,AT,,100.0,2017,5,16.6688401857391,2023,44.9439103743061,0.296126393601298,0.256443695165217,64.6684100851417,2.0,,0.04449991074081921,3.805415276196187
BORNIT,No,4644,46,IPLS AG,CH,99.0,,2014,8,2471.30329140369,2023,1363.40629701223,-149.826494871639,-203.984234915115,331.32525415346,1.0,,0.0007334570789290038,7.217741477527547
SOCHI MEDITSINSKII TSENTR NEDVIZHIMOST,No,6810,68,IK INVESTMENTS B.V.,NL,,100.0,2019,3,2249.02235632483,2023,2846.98606866412,43.4094372438267,-164.32465997152,59.0823974208906,1.0,,0.0003512486453680562,7.954016193927154
ECOMEDIC LIMITED LIABILITY COMPANY,No,4774,47,MR MICHAEL PRIGOZIN,DE,90.0,,2023,,28.6993944067508,2023,,,-61.4015404032543,107.57255525887,3.0,,,
OOO PRIVAT TRADE,Yes,4791,47,BLACKSQUARE INVESTMENTS LIMITED,CY,100.0,100.0,2008,14,1818.4199429648,2023,5185.26737399306,-6056.49814454932,-5498.10822543874,31.8770662816241,4.0,,0.0007714163439405611,8.553576686160152
DERMOSIL LIMITED LIABILITY COMPANY,Yes,4645,46,DERMOSHOP OY,FI,100.0,100.0,2005,17,1569.39081550762,2023,2094.08471293282,51.1491043493152,-15.832610744983,57.4433877170086,1.0,,0.00047753560007583176,7.646871845689953
HESSEN GMBH,No,1013,10,DAUBE BERTRAM,DE,70.0,,2010,12,14.3385474774987,2023,7.98195233661681,2.16710678953677,4.41529144719243,71.6481384839863,1.0,,0.12528263234704493,2.077183035250258
ANITA INVESTMENTS LTD,No,6820,68,HEPWORTH INVESTMENTS LIMITED,CY,100.0,100.0,2006,16,845.795905558392,2023,973.138630826958,870.66543835029,758.3263060553,49.6831785067916,1.0,,0.0010276028186757067,6.880526549762566
PROMSTROIAKTIV,No,6820,68,AGINOR AG IN LIQUIDATION,CH,100.0,100.0,2007,15,229.561706076376,2023,288.992439573631,144.455838914961,120.093697418459,52.8274012040347,1.0,,0.003460298136087449,5.666400527125361
MTSM RUS,No,7739,77,LAMY SA,FR,0.0,100.0,2019,3,639.827019437216,2023,932.407791416161,600.275120411068,284.016967258416,63.4865391422063,,,,6.837770263428878
AKSEL,No,7219,72,AXEL HOLDING (CY) LTD,CY,100.0,100.0,2013,9,47.7208267524838,2023,42.8979462003335,16.542697169818,-9.82290849741548,60.7771557541564,,,,3.758823950669869
MPS,No,7022,70,MAMPIONONA BENDZHAMIN,DE,100.0,100.0,2024,,,,,,-16.07214408461,49.2358869686723,5.0,,,
ABK SAMARA,No,6820,68,GLOBAL TRUST INVEST AG,CH,100.0,100.0,2014,8,86.6891186917201,2023,123.834673687816,119.486999818124,83.3553506545722,50.1291675418615,1.0,,0.008075282715412762,4.818947399289668
TAURUS PLYUS,No,6810,68,MRS MARINA PSYLLOU,CY,0.0,100.0,2004,18,300.094871972688,2023,408.856327529065,135.154778097756,84.0354839330539,57.7890292191878,6.0,,0.014675081675416821,6.0133638168953825
PROMTEKHIMPORT,No,4663,46,MR ALEKSEI PAVLOVICH ROVAIN,DE,100.0,100.0,2014,8,69.1171507099643,2023,74.4757879907265,62.2942249812186,61.6022354690358,105.208813372999,20.0,,0.268543650756543,4.310474079150643
KHANKITEK,Yes,4120,41,KILJUNEN AARNO HANNU TAPANI,FI,100.0,100.0,2018,4,400.821495543234,2023,358.339856838807,19.1539935497567,-512.41910184361,492.817883752286,,,,5.881481856859496
TRIOTT LIPETSK LIMITED LIABILITY COMPANY,No,2830,28,WHYNOTT B.V.,NL,,100.0,2013,9,1070.98691909108,2023,1127.97235380858,545.182150910608,659.573183964938,33.4491776302457,1.0,,0.0008865465510954383,7.028176922722706
LIMITED LIABILITY COMPANY NEPCON,No,7490,74,"OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU KONSULTIROVANIE PO VOPROSAM PRIRODY, EKOLOGII I OBSHCHESTVA",DK,100.0,100.0,2005,17,613.257222672924,2023,1219.44848885015,475.632829286158,251.526666053571,47.5870300419629,4.0,,0.0032801713533399885,7.106153977198587
SONFLOW LLC,No,4674,46,MR AAGE SONDERGAARD NIELSEN,DK,,,2020,2,372.657287978567,2023,585.912990321405,-429.814000021666,-693.133858853951,5.25152088794857,1.0,,0.001706738059266182,6.373171297872469
TEPLOENERGOSERVIS,No,6820,68,NOSIROV DILSHOD,FR,,,2004,18,489.406067634001,2023,660.563762090169,-1096.19260765892,-911.311694810167,62.7729566860944,2.0,,0.003027716800073259,6.493093655397195
ROHDE & SCHWARZ RUS OOO,No,4669,46,ROHDE & SCHWARZ GMBH & CO. KOMMANDITGESELLSCHAFT,DE,,,2004,18,9751.49450317491,2023,21884.9788338728,14087.3920978541,6476.24022742826,4245.54802044481,1.0,,4.569344149660475e-05,9.993555782472269
ITAMAA LLC,No,6900,69,ITAMAA OY,FI,100.0,100.0,2012,10,182.677108764648,2023,197.825891216286,187.340324824676,58.268467431888,95.0068141957745,2.0,,0.010109900113192818,5.2873873065592205
VELDOTERM GMBH,No,4669,46,MR SIMON INGENILLEM,DE,,,2015,7,109.512607561424,2023,104.021125897765,71.7971901576966,52.8720001075417,111.508408493362,1.0,,0.009613431804062851,4.644594012144886
INFORMATIKA GRUP,Yes,3312,33,FM S.P.A.,IT,,,2018,4,51.0880439672619,2023,36.1274200193584,-114.022121827118,-129.86085728649,52.1249684737995,1.0,,0.02767980662511088,3.5870521343441055
ALEXANDER HUGHES CIS LIMITED LIABILITY COMPANY,No,7810,78,PARTINTER,FR,0.0,100.0,2010,12,65.1143991202116,2023,48.4435859350488,5.73408380337059,35.3000321257859,94.9064666628838,22.0,,0.454136488357751,3.880399944331565
LIMITED LIABILITY COMPANY INNOVATIVE CONMAKERS EUROPE HOLDING,No,2591,25,I.C.E. INNOVATIVE CANMAKERS EUROPE SE,DE,100.0,100.0,2007,15,1677.03026912175,2023,1719.65980880521,100.494529755786,52.63785586413,56.8636019714177,,,,7.449881764666985
LIMITED LIABILITY COMPANY NEOCACAO,No,1082,10,MR ANDRE OVEL VILFRID,FR,100.0,100.0,2021,1,0.579785745590925,2023,0.403808718547225,0.403808718547225,0.524037116207182,18.7538389246911,1.0,,2.476420032726587,-0.9068139820853113
LIMITED LIABILITY COMPANY RUSSLAND INVEST-ST,No,6810,68,NEUAPOSTOLISCHE KIRCHE NORD- UND OSTDEUTSCHLAND,DE,,,2020,2,319.383897739463,2023,357.397636495531,104.088427350856,66.3743181442842,51.9019739562646,1.0,,0.002798003953818828,5.878848989652345
SPT-SERVICEPRO LIMITED LIABILITY COMPANY,No,3312,33,MASCHINENFABRIK BERTHOLD HERMLE AG,DE,100.0,100.0,2014,8,838.236391413957,2023,2008.5445660539,189.440130161121,675.550741146319,246.085599825718,5.0,,0.002489364729319042,7.60516564227804
VELTIO,No,6201,62,"VERILIA, INC.",US,,,2015,7,453.33670442272,2023,1516.77284831647,551.710391860455,234.958173400722,312.370720162988,18.0,,0.011867301039822118,7.3243402307053005
YU-INTERAKTIV,No,7022,70,TREME ZHAN-MARK KLOD LYUK,FR,100.0,100.0,2017,5,5.37416787259281,2023,1.2518070274964,-2.16710678953677,-29.6805702839047,19.5231700101867,1.0,,0.7988451718472845,0.2245881294057912
OOO INFORMATION PLATFORM,No,6201,62,FREESTART TRADING LIMITED,CY,,,2021,1,22.1545053170994,2023,13.2180053871125,-52.3470702143386,-333.900840830989,96.0660381540656,3.0,,0.22696313945559346,2.5815799446069994
ABP,No,6910,69,TARRID VENSAN,FR,100.0,100.0,2014,8,142.850287932903,2023,193.27631298732,43.9074679967016,-1.24876929819584,32.8693918846548,34.0,,0.1759139517641284,5.264120838546909
