name,country,industry,grade_latest,action_type,first_grade_a_date,first_grade_ab_date,timing_left_censored,guo_matched,match_quality,n_subsidiaries,sum_assets_th_usd,largest_sub_assets,pre_inv_equity_th_usd,employees_total,emp_intensity,years_in_russia,ln_assets,nace_sector
CD Projekt,Poland,Communication Services,A,other,2023-08-23,2022-12-24,no,DEUTSCHE PROJEKT-UNION GESELLSCHAFT MIT BESCHRÄNKTER HAFTUNG,82.35294117647058,1,397.63,397.63,396.863208588213,,,4,5.9855,70
CERN,Switzerland,NGO,A,other,2023-08-23,2022-12-24,no,,,0,,,,,,,,
CFA Institute,United States,NGO,A,other,2023-08-23,2023-08-23,no,STIFT HOLDING LTD,80.0,2,3067.76,1629.60,5.00722810998559,2,0.0006136486489447805,15,8.0287,64
CMA CGM,France,Industrials,A,other,2023-08-23,2022-12-24,no,G HOLDINGS INC.,100.0,2,34627.06,26139.56,19256.9647729862,271,0.006694833083320577,18,10.4524,23
CMS,Germany,Industrials,A,other,2022-12-24,2022-12-24,yes,,,0,,,,,,,,
CRH,Ireland,Materials,A,sold,2022-12-24,2022-12-24,yes,,,0,,,,,,,,
Cadence,United States,Information Technology,A,other,2022-12-24,2022-12-24,yes,"CADENCE DESIGN SYSTEMS, INC.",100.0,1,2475.93,2475.93,1956.19749583956,,,19,7.8144,62
Calrec,United Kingdom,Consumer Discretionary,A,other,2023-08-23,2023-08-23,no,CAL GMBH,100.0,1,15040.33,15040.33,3633.76697588153,44,0.002925468341886728,19,9.6185,46
Canara,India,Financials,A,sold,2023-08-23,2023-08-23,no,CIAN PLC,85.71428571428572,1,1678.98,1678.98,614.906456313096,45,0.026801942055067418,5,7.4259,62
Canva,Australia,Information Technology,A,sold,2022-12-24,2022-12-24,yes,,,0,,,,,,,,
Cargotec,Finland,Industrials,A,other,2023-08-23,2022-12-24,no,G HOLDINGS INC.,100.0,2,34627.06,26139.56,19256.9647729862,271,0.006694833083320577,18,10.4524,23
Carlsberg,Denmark,Consumer Staples,A,seized,2022-12-24,2022-12-24,yes,G HOLDINGS INC.,100.0,2,34627.06,26139.56,19256.9647729862,271,0.006694833083320577,18,10.4524,23
Carnival,United States,Consumer Discretionary,A,other,2022-12-24,2022-12-24,yes,CAL GMBH,80.0,1,15040.33,15040.33,3633.76697588153,44,0.002925468341886728,19,9.6185,46
Caverion,Finland,Industrials,A,sold,2023-08-23,2023-08-23,no,ORION OYJ,88.88888888888889,1,34176.01,34176.01,9988.88166779652,1,2.9260287307843628e-05,15,10.4393,46
